	curr_thrpt	goodput	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
0	0.0	2489	32	32.1	1.27	0.0	-0.0	2022-07-19 15:35:04.034304
1	914.36	1793	32	146.2	9.47	0.0	-485.0	2022-07-19 15:35:05.025734
2	880.8	1352	32	137.0	9.76	0.0	-467.0	2022-07-19 15:35:06.026813
3	864.03	1319	32	133.6	10.47	0.0	-458.0	2022-07-19 15:35:07.027944
4	788.53	1818	32	144.3	8.72	0.0	-418.0	2022-07-19 15:35:08.028855
5	864.03	1641	32	149.2	8.49	0.0	-458.0	2022-07-19 15:35:09.030055
6	872.42	1380	32	162.9	11.46	0.0	-463.0	2022-07-19 15:35:10.030606
7	905.97	1455	32	162.7	10.65	0.0	-481.0	2022-07-19 15:35:11.031782
8	864.03	1364	32	173.3	10.75	0.0	-458.0	2022-07-19 15:35:12.032460
9	864.03	1706	32	158.1	8.77	0.0	-458.0	2022-07-19 15:35:13.033852
10	838.86	1484	32	158.8	9.63	0.0	-445.0	2022-07-19 15:35:14.034470
11	905.97	1360	32	150.1	8.85	0.0	-481.0	2022-07-19 15:35:15.035621
12	855.64	1461	32	157.8	9.81	0.0	-454.0	2022-07-19 15:35:16.036889
13	864.03	1003	32	149.6	11.42	0.0	-458.0	2022-07-19 15:35:17.038300
14	855.64	1281	32	172.0	11.8	0.0	-454.0	2022-07-19 15:35:18.038617
15	872.42	1442	32	150.0	9.57	0.0	-463.0	2022-07-19 15:35:19.039693
16	914.36	1293	32	144.1	9.92	0.0	-485.0	2022-07-19 15:35:20.040504
17	914.36	1103	32	145.2	11.64	0.0	-485.0	2022-07-19 15:35:21.041555
18	872.42	1207	32	146.7	11.31	0.0	-463.0	2022-07-19 15:35:22.042939
19	872.42	1237	32	146.7	10.8	0.0	-463.0	2022-07-19 15:35:23.042992
20	830.47	1186	32	149.2	10.58	0.0	-441.0	2022-07-19 15:35:24.042600
21	805.31	1483	32	146.1	9.01	0.0	-427.0	2022-07-19 15:35:25.043672
22	914.36	1324	32	142.2	10.53	0.0	-485.0	2022-07-19 15:35:26.044734
23	872.42	1163	32	146.2	10.89	0.0	-463.0	2022-07-19 15:35:27.045854
24	855.64	1251	32	146.1	11.23	0.0	-454.0	2022-07-19 15:35:28.046931
25	788.53	1556	32	146.9	8.97	0.0	-418.0	2022-07-19 15:35:29.047831
26	872.42	1577	32	145.4	8.21	0.0	-463.0	2022-07-19 15:35:30.049300
27	889.19	1472	32	144.3	8.06	0.0	-472.0	2022-07-19 15:35:31.049957
28	931.14	1248	32	152.1	10.41	0.0	-494.0	2022-07-19 15:35:32.051433
29	855.64	1331	32	154.8	10.41	0.0	-454.0	2022-07-19 15:35:33.052693
30	905.97	1180	32	155.4	10.77	0.0	-481.0	2022-07-19 15:35:34.053533
31	864.03	947	32	156.7	13.37	0.0	-458.0	2022-07-19 15:35:35.054720
32	855.64	905	32	163.9	16.31	0.0	-454.0	2022-07-19 15:35:36.055915
33	754.97	1235	32	170.1	14.11	0.0	-401.0	2022-07-19 15:35:37.057072
34	856.42	1267	32	156.7	10.17	3.123809047800526e-06	-454.0	2022-07-19 15:35:41.364665
35	847.25	1305	32	190.4	13.82	0.0	-450.0	2022-07-19 15:35:42.365738
36	880.8	1282	32	200.8	16.92	0.0	-467.0	2022-07-19 15:35:43.367307
37	914.36	1220	32	196.3	18.63	0.0	-485.0	2022-07-19 15:35:44.368042
38	838.86	1462	32	181.4	10.74	0.0	-445.0	2022-07-19 15:35:45.369143
39	813.69	1671	32	153.2	8.9	0.0	-432.0	2022-07-19 15:35:46.370277
40	847.25	1648	32	152.0	7.9	0.0	-450.0	2022-07-19 15:35:47.370256
41	889.19	1304	32	191.6	13.55	1.326840659705176e-05	-472.0	2022-07-19 15:35:48.371234
42	872.42	1372	32	210.2	12.89	0.0	-463.0	2022-07-19 15:35:49.372295
43	897.58	1493	32	251.9	14.12	6.769930675909878e-05	-476.0	2022-07-19 15:35:50.373763
44	830.47	1509	32	255.9	16.28	5.4810287891037146e-05	-440.0	2022-07-19 15:35:51.374374
45	981.47	1302	32	234.8	15.02	1.3321077941627036e-05	-521.0	2022-07-19 15:35:52.375982
46	939.52	1002	32	224.5	15.47	0.0	-499.0	2022-07-19 15:35:53.376741
47	838.86	1407	32	237.4	13.52	0.0	-445.0	2022-07-19 15:35:54.377270
48	830.47	1298	32	217.0	13.14	0.0	-441.0	2022-07-19 15:35:55.378371
49	704.64	1934	32	210.5	8.68	0.0	-374.0	2022-07-19 15:35:56.378743
50	897.58	1563	32	178.6	8.73	0.0	-476.0	2022-07-19 15:35:57.379744
51	872.42	1687	32	182.3	8.48	0.0	-463.0	2022-07-19 15:35:58.380678
52	847.25	1890	32	193.0	8.67	0.0	-450.0	2022-07-19 15:35:59.381665
53	864.03	1543	32	190.0	8.81	0.0	-458.0	2022-07-19 15:36:00.382847
54	880.8	1830	32	182.5	8.38	0.0	-467.0	2022-07-19 15:36:01.383675
55	973.08	1547	32	165.4	9.29	0.0	-516.0	2022-07-19 15:36:02.385050
56	771.75	1480	32	173.9	8.78	0.0	-410.0	2022-07-19 15:36:03.385858
57	897.58	1734	32	196.3	9.02	0.0	-476.0	2022-07-19 15:36:04.386663
58	864.03	1641	32	191.6	8.65	0.0	-458.0	2022-07-19 15:36:05.387647
59	864.03	1640	32	180.9	8.7	0.0	-458.0	2022-07-19 15:36:06.388558
60	847.25	1423	32	229.4	13.47	0.0	-450.0	2022-07-19 15:36:07.389635
61	880.8	1638	32	239.7	11.71	0.0	-467.0	2022-07-19 15:36:08.390444
62	880.8	1722	32	229.3	9.19	0.0	-467.0	2022-07-19 15:36:09.390559
63	864.03	1586	32	248.2	13.15	0.0	-458.0	2022-07-19 15:36:10.391544
64	796.92	2231	32	245.7	11.56	0.0	-423.0	2022-07-19 15:36:11.392500
65	894.85	1810	32	254.9	11.38	0.0	-475.0	2022-07-19 15:36:12.393548
66	872.42	1950	32	309.0	11.4	3.945707070707071e-05	-463.0	2022-07-19 15:36:13.394292
67	855.64	3011	32	315.7	10.07	1.322296564673525e-05	-454.0	2022-07-19 15:36:14.395396
68	838.86	4016	32	335.9	8.26	0.00012634238787113077	-444.0	2022-07-19 15:36:15.396452
69	855.64	3572	32	341.9	9.76	1.3132321269107528e-05	-454.0	2022-07-19 15:36:16.397675
70	922.75	1908	32	235.0	8.66	0.0	-490.0	2022-07-19 15:36:17.398439
71	905.97	1699	32	224.9	9.38	0.0	-481.0	2022-07-19 15:36:18.399598
72	830.47	2123	32	247.8	9.03	0.0	-441.0	2022-07-19 15:36:19.400761
73	864.03	2052	32	208.8	8.57	0.0	-458.0	2022-07-19 15:36:20.401522
74	905.97	1911	32	223.7	8.21	0.0	-481.0	2022-07-19 15:36:21.401837
75	869.68	1432	32	317.8	9.87	0.0	-461.0	2022-07-19 15:36:22.402360
76	897.58	1902	32	366.2	11.17	1.3308372740903727e-05	-476.0	2022-07-19 15:36:23.403633
77	847.25	1347	32	270.8	10.04	0.0	-450.0	2022-07-19 15:36:24.404424
78	729.81	5174	32	278.3	4.99	0.0	-387.0	2022-07-19 15:36:25.405722
79	880.8	4518	32	285.5	4.78	0.0	-467.0	2022-07-19 15:36:26.407095
80	880.8	4238	32	307.5	5.44	0.0	-467.0	2022-07-19 15:36:27.407603
81	855.64	3702	32	271.6	5.64	0.0	-454.0	2022-07-19 15:36:28.408278
82	897.58	2726	32	314.4	7.27	3.976828346832456e-05	-476.0	2022-07-19 15:36:29.409770
83	847.25	2754	32	338.5	7.98	0.0	-450.0	2022-07-19 15:36:30.410299
84	864.03	2884	32	330.2	7.64	2.649813850576997e-05	-458.0	2022-07-19 15:36:31.411389
85	911.63	3295	32	343.7	7.62	2.6243619520004198e-05	-484.0	2022-07-19 15:36:32.411540
86	436.21	15438	32	281.8	3.34	0.0	-231.0	2022-07-19 15:36:33.412435
87	276.82	1642	32	328.4	4.25	0.0	-147.0	2022-07-19 15:36:34.412626
88	318.77	7102	32	360.0	4.17	1.6448386357541082e-05	-169.0	2022-07-19 15:36:35.414178
89	268.44	6132	32	357.9	3.13	0.0	-142.0	2022-07-19 15:36:36.415100
90	436.21	8724	32	483.8	3.9	0.00012108980827447023	-231.0	2022-07-19 15:36:37.416131
91	251.66	8258	32	436.7	3.95	0.0005545542769998614	-132.0	2022-07-19 15:36:38.417095
92	260.05	17088	32	444.7	3.12	0.0009085652928058148	-136.0	2022-07-19 15:36:39.417446
93	343.17	18712	32	416.5	2.82	0.0	-182.0	2022-07-19 15:36:40.418737
94	226.49	24041	32	306.0	1.61	0.0	-120.0	2022-07-19 15:36:41.419004
95	318.77	23607	32	309.7	1.61	0.0	-169.0	2022-07-19 15:36:42.420042
96	244.03	24071	32	292.8	1.47	0.0	-129.0	2022-07-19 15:36:45.804807
97	176.16	21986	32	291.8	1.87	0.0	-93.0	2022-07-19 15:36:46.805747
98	201.33	23678	32	301.7	1.71	0.0	-107.0	2022-07-19 15:36:47.806252
99	184.55	23462	32	307.9	1.8	0.0	-98.0	2022-07-19 15:36:48.807411
100	444.6	23367	32	338.2	2.04	0.0	-236.0	2022-07-19 15:36:49.808838
101	394.26	22604	32	329.3	2.25	0.0	-209.0	2022-07-19 15:36:50.810357
102	536.87	23061	32	326.3	2.09	0.0	-285.0	2022-07-19 15:36:51.810714
103	528.48	20668	32	353.6	2.2	0.0	-280.0	2022-07-19 15:36:52.811252
104	243.27	23087	32	330.9	2.0	0.0	-129.0	2022-07-19 15:36:53.812365
105	209.72	18488	32	288.7	2.28	0.0	-111.0	2022-07-19 15:36:54.814190
106	503.32	20473	32	303.0	2.15	0.0	-267.0	2022-07-19 15:36:55.814506
107	461.37	19325	32	357.4	2.39	0.0	-245.0	2022-07-19 15:36:56.815434
108	520.09	18741	32	375.9	2.48	0.0	-276.0	2022-07-19 15:36:57.816711
109	411.04	20574	32	317.6	2.15	0.0	-218.0	2022-07-19 15:36:58.817539
110	190.65	7842	32	310.4	2.44	0.0	-101.0	2022-07-19 15:37:04.471472
111	359.25	21777	32	306.2	1.76	2.0621406336036786e-05	-191.0	2022-07-19 15:37:04.478441
112	310.38	22131	32	289.1	1.74	0.0	-165.0	2022-07-19 15:37:05.479551
113	595.59	22563	32	290.1	1.73	0.0	-316.0	2022-07-19 15:37:06.484434
114	603.98	21258	32	341.5	2.77	0.0	-320.0	2022-07-19 15:37:07.482087
115	385.88	9106	32	533.3	5.28	0.0004679183482482307	-203.0	2022-07-19 15:37:08.483168
116	260.05	4589	32	320.4	3.17	0.00034980323567993004	-137.0	2022-07-19 15:37:09.483362
117	327.16	8952	32	392.6	2.74	0.00023313646254274168	-173.0	2022-07-19 15:37:10.484322
118	402.65	17797	32	388.9	2.24	0.0	-214.0	2022-07-19 15:37:11.485496
119	385.88	17725	32	411.8	2.26	0.0	-205.0	2022-07-19 15:37:12.486212
120	494.93	21987	32	345.4	1.95	0.0	-263.0	2022-07-19 15:37:13.486406
121	167.77	23180	32	299.1	1.81	0.0	-89.0	2022-07-19 15:37:14.487383
122	192.94	21581	32	318.8	1.93	0.0	-102.0	2022-07-19 15:37:15.488273
123	234.88	23361	32	312.2	1.8	0.0	-125.0	2022-07-19 15:37:16.489319
124	478.15	21783	32	354.7	2.05	0.0	-254.0	2022-07-19 15:37:17.490254
125	452.98	18846	32	349.3	2.16	0.0	-240.0	2022-07-19 15:37:18.491276
126	385.88	23333	32	354.8	1.83	0.0	-205.0	2022-07-19 15:37:19.492239
127	369.1	23282	32	323.7	1.74	0.0	-196.0	2022-07-19 15:37:20.493268
128	184.55	21724	32	291.4	1.93	0.0	-98.0	2022-07-19 15:37:21.494363
129	260.05	22136	32	324.7	1.94	0.0	-138.0	2022-07-19 15:37:22.495656
130	327.16	19624	32	345.7	2.35	0.0	-174.0	2022-07-19 15:37:23.496257
131	285.21	21536	32	325.4	1.99	0.0	-151.0	2022-07-19 15:37:26.442154
132	411.04	21306	32	300.2	1.91	0.0	-218.0	2022-07-19 15:37:27.442176
133	318.77	20610	32	369.5	2.19	0.0	-169.0	2022-07-19 15:37:28.443271
134	385.88	20193	32	365.2	2.13	0.0	-205.0	2022-07-19 15:37:29.451295
135	545.26	21665	32	312.6	1.93	0.0	-289.0	2022-07-19 15:37:30.445963
136	545.26	11023	32	444.3	3.05	4.400149605086573e-05	-289.0	2022-07-19 15:37:31.446978
137	385.88	7692	32	448.3	3.47	0.00031436655139893113	-204.0	2022-07-19 15:37:32.447279
138	369.1	17180	32	407.0	2.31	3.0771124376884735e-05	-196.0	2022-07-19 15:37:33.448293
139	427.82	20293	32	409.6	2.09	0.0	-227.0	2022-07-19 15:37:34.449366
140	352.32	18973	32	380.8	2.07	0.0	-187.0	2022-07-19 15:37:35.454763
141	402.65	21974	32	312.6	1.79	0.0	-214.0	2022-07-19 15:37:36.450777
142	394.26	23931	32	315.8	1.62	0.0	-209.0	2022-07-19 15:37:37.451552
143	654.31	24094	32	300.3	1.58	0.0	-347.0	2022-07-19 15:37:38.452883
144	545.26	21080	32	279.7	1.26	0.0	-289.0	2022-07-19 15:37:39.453984
145	285.21	21004	32	403.6	1.84	0.0	-151.0	2022-07-19 15:37:40.454243
146	327.16	20071	32	399.4	1.8	0.0	-174.0	2022-07-19 15:37:41.455261
147	285.21	20701	32	312.1	2.13	0.0	-151.0	2022-07-19 15:37:42.456672
148	494.93	5201	32	286.8	2.02	0.0	-263.0	2022-07-19 15:37:43.456709
149	469.76	887	32	501.5	2.99	0.0	-249.0	2022-07-19 15:37:44.457879
150	293.6	357	32	356.5	3.01	0.0008445945945945946	-153.0	2022-07-19 15:37:45.458605
151	192.94	9096	32	313.0	2.52	3.151250975017742e-05	-102.0	2022-07-19 15:37:46.460290
152	184.55	7255	32	322.8	2.65	0.0006710999938990909	-97.0	2022-07-19 15:37:47.461012
153	301.99	17356	32	402.3	2.5	0.0001095690284879474	-160.0	2022-07-19 15:37:48.461623
154	318.77	15868	32	381.5	2.58	0.0	-169.0	2022-07-19 15:37:49.462360
155	276.82	16970	32	395.4	2.63	0.0	-147.0	2022-07-19 15:37:50.463439
156	369.1	17604	32	393.5	2.46	0.0	-196.0	2022-07-19 15:37:51.464362
157	276.82	17999	32	388.0	2.42	0.0	-147.0	2022-07-19 15:37:52.465287
158	369.1	19796	32	319.7	2.49	0.0	-196.0	2022-07-19 15:37:53.472056
159	369.1	19195	32	396.4	2.93	0.0	-196.0	2022-07-19 15:37:54.470055
160	444.6	18642	32	392.0	2.74	0.0	-236.0	2022-07-19 15:37:55.471220
161	226.49	20182	32	373.0	2.67	0.0	-120.0	2022-07-19 15:37:56.468849
162	268.44	23627	32	292.8	1.68	0.0	-142.0	2022-07-19 15:37:57.469924
163	184.55	19661	32	332.4	2.01	0.0	-98.0	2022-07-19 15:37:58.470402
164	301.99	20164	32	307.8	1.88	0.0	-160.0	2022-07-19 15:37:59.471300
165	327.16	19266	32	337.6	2.03	0.0	-174.0	2022-07-19 15:38:00.472347
166	427.82	20786	32	327.3	1.79	0.0	-227.0	2022-07-19 15:38:01.473485
167	478.15	20137	32	284.9	1.78	0.0	-254.0	2022-07-19 15:38:02.474860
168	201.33	14307	32	345.7	2.53	0.0003278867697688398	-106.0	2022-07-19 15:38:03.475909
