	curr_thrpt	goodput	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
0	737.5	400	28	108.5	2.87	0.0	-424.0	2022-07-23 14:13:51.325811
1	1023.3	1280	28	197.2	11.66	0.0	-588.0	2022-07-23 14:13:52.317500
2	905.12	1101	28	197.2	12.23	0.0	-520.0	2022-07-23 14:13:53.317536
3	910.61	1148	28	198.3	12.26	0.0	-523.0	2022-07-23 14:13:54.341421
4	381.77	4531	6	259.7	2.31	0.0	-339.0	2022-07-23 14:13:55.396576
5	280.0	4337	6	319.5	2.85	0.0	-249.0	2022-07-23 14:13:56.353733
6	275.0	3996	6	343.3	3.11	0.0	-244.0	2022-07-23 14:13:57.326107
7	629.54	1085	30	184.5	13.71	0.0	-348.0	2022-07-23 14:13:58.357692
8	1014.85	1181	30	185.2	13.86	0.0	-560.0	2022-07-23 14:13:59.347867
9	955.94	1152	30	185.2	13.81	0.0	-528.0	2022-07-23 14:14:00.393703
10	816.63	1118	30	185.2	13.65	0.0	-451.0	2022-07-23 14:14:01.333484
11	835.83	1252	21	190.3	12.07	0.0	-551.0	2022-07-23 14:14:02.336397
12	767.85	1125	21	202.3	10.1	0.0	-507.0	2022-07-23 14:14:03.361313
13	814.24	1849	21	222.5	7.62	0.0	-537.0	2022-07-23 14:14:04.385319
14	904.72	1570	21	224.1	9.02	0.0	-597.0	2022-07-23 14:14:05.377650
15	902.44	1699	21	224.1	8.22	0.0	-595.0	2022-07-23 14:14:06.377262
16	884.89	2002	21	224.1	7.81	0.0	-584.0	2022-07-23 14:14:07.386670
17	902.25	1564	21	224.5	8.74	0.0	-595.0	2022-07-23 14:14:08.404780
18	932.7	1148	24	229.4	12.33	0.0	-580.0	2022-07-23 14:14:09.359781
19	933.15	1128	24	229.4	12.68	0.0	-580.0	2022-07-23 14:14:10.355541
20	911.41	1215	24	229.4	12.41	0.0	-567.0	2022-07-23 14:14:11.353505
21	885.94	1065	24	229.4	12.32	0.0	-551.0	2022-07-23 14:14:12.369347
22	922.08	1244	24	229.4	12.46	0.0	-573.0	2022-07-23 14:14:13.361261
23	923.53	1162	24	229.4	12.6	0.0	-574.0	2022-07-23 14:14:14.362720
24	908.0	1142	24	229.4	12.44	0.0	-565.0	2022-07-23 14:14:15.377338
25	951.0	1191	25	225.8	12.95	0.0	-580.0	2022-07-23 14:14:16.365427
26	923.17	1163	25	225.8	12.95	0.0	-563.0	2022-07-23 14:14:17.369587
27	906.41	1124	25	225.8	12.96	0.0	-552.0	2022-07-23 14:14:18.393511
28	913.34	1156	25	225.8	12.99	0.0	-557.0	2022-07-23 14:14:19.357561
29	898.0	1188	24	229.4	12.36	0.0	-558.0	2022-07-23 14:14:20.353350
30	874.05	1156	24	229.4	12.57	0.0	-543.0	2022-07-23 14:14:21.349615
31	899.89	1190	24	229.4	12.41	0.0	-559.0	2022-07-23 14:14:22.357140
32	910.91	1156	24	229.4	12.57	0.0	-566.0	2022-07-23 14:14:23.349304
33	878.75	1165	24	229.4	12.48	0.0	-546.0	2022-07-23 14:14:24.355084
34	907.93	1167	24	229.4	12.51	0.0	-564.0	2022-07-23 14:14:25.353323
35	886.35	1200	24	229.4	12.42	0.0	-551.0	2022-07-23 14:14:26.341850
36	895.73	1273	24	229.4	12.42	0.0	-557.0	2022-07-23 14:14:27.361376
37	896.43	1131	25	222.1	12.86	0.0	-546.0	2022-07-23 14:14:28.365694
38	907.93	1160	25	226.0	13.2	0.0	-553.0	2022-07-23 14:14:29.361343
39	886.98	1187	25	226.0	12.89	0.0	-541.0	2022-07-23 14:14:30.351656
40	896.13	1198	25	227.8	12.94	0.0	-546.0	2022-07-23 14:14:31.357620
