	curr_thrpt	goodput	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
0	675.0	3328	17	102.9	3.6	0.0	-482.0	2022-07-25 12:39:38.506699
1	755.0	7602	17	177.7	3.11	0.0	-539.0	2022-07-25 12:39:39.468797
2	735.0	8518	17	214.1	2.75	0.0	-525.0	2022-07-25 12:39:40.517387
3	755.0	7812	17	237.9	3.24	0.0	-539.0	2022-07-25 12:39:41.483913
4	405.0	6189	8	286.2	2.39	0.0	-346.0	2022-07-25 12:39:42.480368
5	365.0	4315	8	314.4	3.04	0.0	-312.0	2022-07-25 12:39:43.481138
6	355.0	5743	8	337.4	2.75	0.0	-303.0	2022-07-25 12:39:44.457465
7	622.73	859	26	123.8	9.1	0.002720608087059459	-355.0	2022-07-25 12:39:45.461089
8	964.09	838	26	87.2	8.26	0.001755754974639095	-559.0	2022-07-25 12:39:46.469441
9	880.15	876	26	79.3	7.87	0.0007346851540167241	-519.0	2022-07-25 12:39:47.459809
10	888.19	826	26	79.5	7.89	0.0	-531.0	2022-07-25 12:39:48.481410
11	881.76	869	26	75.5	7.8	0.0003989414752855756	-523.0	2022-07-25 12:39:49.461279
12	866.83	848	26	73.7	7.66	0.0001983654685392367	-516.0	2022-07-25 12:39:50.460104
13	873.04	859	26	73.7	7.66	0.0	-522.0	2022-07-25 12:39:51.450194
14	875.33	845	26	73.7	7.47	0.0	-523.0	2022-07-25 12:39:52.473658
15	777.04	901	17	87.9	7.07	0.0	-555.0	2022-07-25 12:39:53.477687
16	801.42	1011	17	102.8	6.52	0.0	-572.0	2022-07-25 12:39:54.625090
17	765.0	3978	17	191.4	4.4	0.0	-546.0	2022-07-25 12:39:55.537783
18	745.0	3093	17	211.2	5.33	0.0	-532.0	2022-07-25 12:39:56.513130
19	750.0	5570	17	229.9	4.83	0.0	-536.0	2022-07-25 12:39:57.508915
20	750.0	6392	17	240.1	3.27	0.0	-536.0	2022-07-25 12:39:58.505120
21	735.0	5410	17	249.8	4.55	0.0	-525.0	2022-07-25 12:39:59.477493
22	740.0	5669	17	253.2	3.54	0.0	-528.0	2022-07-25 12:40:00.576475
23	755.0	4235	17	255.6	4.79	0.0	-539.0	2022-07-25 12:40:01.521062
24	725.0	3426	17	258.2	5.61	0.0	-518.0	2022-07-25 12:40:02.497110
25	760.0	4255	17	259.5	5.57	0.0	-543.0	2022-07-25 12:40:03.537016
26	740.0	5625	17	262.9	4.54	0.0	-528.0	2022-07-25 12:40:04.507007
27	740.0	7228	17	265.5	3.71	0.0	-528.0	2022-07-25 12:40:05.521922
28	755.0	5067	17	267.5	4.11	0.0	-539.0	2022-07-25 12:40:06.577017
29	730.0	4359	17	269.9	5.46	0.0	-521.0	2022-07-25 12:40:07.529183
30	740.0	5562	17	271.9	3.89	0.0	-528.0	2022-07-25 12:40:08.537082
31	745.0	4411	17	275.1	5.15	0.0	-532.0	2022-07-25 12:40:09.609926
32	765.0	6870	17	276.1	3.84	0.0	-546.0	2022-07-25 12:40:10.600933
33	745.0	3782	17	280.7	6.51	0.0	-532.0	2022-07-25 12:40:11.520977
34	735.0	11947	17	283.7	2.38	0.0	-525.0	2022-07-25 12:40:12.521364
35	735.0	6980	17	285.5	4.66	0.0	-525.0	2022-07-25 12:40:13.561042
36	740.0	6647	17	288.0	3.65	0.0	-528.0	2022-07-25 12:40:14.564246
37	740.0	8550	17	289.6	3.28	0.0	-528.0	2022-07-25 12:40:15.597344
38	725.0	9680	17	291.6	3.1	0.0	-518.0	2022-07-25 12:40:16.498894
39	735.0	6202	17	293.6	4.06	0.0	-525.0	2022-07-25 12:40:17.512386
40	740.0	6113	17	298.6	4.18	0.0	-528.0	2022-07-25 12:40:18.525066
41	755.0	6562	17	300.0	3.89	0.0	-539.0	2022-07-25 12:40:19.610622
42	740.0	6300	17	301.0	4.67	0.0	-528.0	2022-07-25 12:40:20.579170
43	755.0	8836	17	303.1	3.27	0.0	-539.0	2022-07-25 12:40:21.536873
44	730.0	3932	17	304.9	6.35	0.0	-521.0	2022-07-25 12:40:22.536435
45	735.0	8140	17	305.4	3.34	0.0	-525.0	2022-07-25 12:40:23.588928
46	730.0	7287	17	306.5	3.9	0.0	-521.0	2022-07-25 12:40:24.568843
47	730.0	6370	17	308.4	4.72	0.0	-521.0	2022-07-25 12:40:25.543288
48	740.0	5893	17	312.5	4.31	0.0	-528.0	2022-07-25 12:40:26.536959
49	730.0	5360	17	314.1	4.22	0.0	-521.0	2022-07-25 12:40:27.545058
50	750.0	6032	17	332.1	4.56	0.0	-536.0	2022-07-25 12:40:28.569038
51	730.0	7183	17	334.7	4.18	0.0	-521.0	2022-07-25 12:40:29.647743
52	740.0	6412	17	335.9	4.49	0.0	-528.0	2022-07-25 12:40:30.577042
53	730.0	7622	17	330.5	3.93	0.0	-521.0	2022-07-25 12:40:31.576755
54	720.0	5569	17	330.9	5.64	0.0	-514.0	2022-07-25 12:40:32.561045
55	740.0	3203	17	332.4	6.04	0.0	-528.0	2022-07-25 12:40:33.581038
56	740.0	7087	17	338.4	3.67	0.0	-528.0	2022-07-25 12:40:34.638982
57	730.0	5600	17	338.6	5.08	0.0	-521.0	2022-07-25 12:40:35.573643
58	725.0	4858	17	339.3	4.83	0.0	-518.0	2022-07-25 12:40:36.602240
59	720.0	5066	17	339.8	5.11	0.0	-514.0	2022-07-25 12:40:37.598026
60	735.0	5282	17	342.0	5.25	0.0	-525.0	2022-07-25 12:40:38.566203
61	755.0	6278	17	342.2	5.1	0.0	-539.0	2022-07-25 12:40:39.613218
62	730.0	7847	17	342.6	3.73	0.0	-521.0	2022-07-25 12:40:40.600971
63	720.0	5279	17	343.1	5.52	0.0	-514.0	2022-07-25 12:40:41.609165
64	765.0	7824	17	343.5	3.42	0.0	-546.0	2022-07-25 12:40:42.568973
65	705.0	8338	17	359.6	3.43	0.0	-503.0	2022-07-25 12:40:43.655844
66	740.0	7118	17	360.1	4.25	0.0	-528.0	2022-07-25 12:40:44.561588
67	745.0	9178	17	360.4	3.59	0.0	-532.0	2022-07-25 12:40:45.621111
68	750.0	4608	17	360.9	5.83	0.0	-536.0	2022-07-25 12:40:46.573142
69	745.0	4175	17	361.3	5.74	0.0	-532.0	2022-07-25 12:40:47.573079
70	735.0	5300	17	362.0	4.75	0.0	-525.0	2022-07-25 12:40:48.652963
71	715.0	6702	17	362.6	4.33	0.0	-511.0	2022-07-25 12:40:49.612005
72	704.55	6831	17	362.8	4.34	0.0	-503.0	2022-07-25 12:40:50.585075
73	715.0	4558	17	363.5	5.99	0.0	-511.0	2022-07-25 12:40:51.609031
74	725.0	2908	17	364.8	7.68	0.0	-518.0	2022-07-25 12:40:52.668859
75	715.0	7537	17	364.9	3.78	0.0	-511.0	2022-07-25 12:40:53.609142
76	735.0	5271	17	365.1	5.34	0.0	-525.0	2022-07-25 12:40:54.621191
77	720.0	6590	17	365.5	3.89	0.0	-514.0	2022-07-25 12:40:55.687685
78	755.0	4151	17	367.3	6.66	0.0	-539.0	2022-07-25 12:40:56.669247
79	730.0	5893	17	367.9	5.1	0.0	-521.0	2022-07-25 12:40:57.693208
80	760.0	6399	17	368.0	4.6	0.0	-543.0	2022-07-25 12:40:58.645589
81	720.0	7751	17	369.2	5.33	0.0	-514.0	2022-07-25 12:40:59.639630
82	760.0	4017	17	369.5	5.72	0.0	-543.0	2022-07-25 12:41:00.653383
83	740.0	6184	17	385.4	5.78	0.0	-528.0	2022-07-25 12:41:01.637085
84	735.0	4571	17	385.8	4.98	0.0	-525.0	2022-07-25 12:41:02.652842
85	740.0	8686	17	386.0	6.32	0.0	-528.0	2022-07-25 12:41:03.617335
86	750.0	4089	17	386.0	5.77	0.0	-536.0	2022-07-25 12:41:04.657187
