	curr_thrpt	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
26	884.71	28	82.4	8.36	0.0	-508.0	2022-07-29 14:46:05.004567
27	864.28	28	80.8	8.24	0.00019739958940885404	-495.0	2022-07-29 14:46:06.018329
28	879.55	28	75.7	7.83	0.0005255067856063691	-501.0	2022-07-29 14:46:07.011129
29	871.89	26	70.9	7.54	0.0024825691950137335	-499.0	2022-07-29 14:46:08.008104
30	888.76	26	67.6	7.29	0.00031709121657330094	-528.0	2022-07-29 14:46:09.009273
31	877.21	26	64.7	7.15	0.0004950430557183987	-520.0	2022-07-29 14:46:10.023486
32	861.9	23	64.5	6.81	0.0	-547.0	2022-07-29 14:46:11.025730
33	872.14	23	61.6	6.6	0.00047554886264563684	-549.0	2022-07-29 14:46:12.026510
34	891.37	23	64.1	6.91	0.0	-565.0	2022-07-29 14:46:13.029584
35	874.14	23	64.6	6.84	0.0	-554.0	2022-07-29 14:46:14.029992
36	853.32	19	68.6	6.42	0.0	-586.0	2022-07-29 14:46:15.030670
37	890.81	19	70.2	6.57	0.0	-611.0	2022-07-29 14:46:16.032608
38	883.66	19	70.6	6.66	0.0	-607.0	2022-07-29 14:46:17.041665
39	838.06	14	82.2	5.84	0.0	-635.0	2022-07-29 14:46:18.073923
40	625.31	14	154.6	2.53	0.0	-474.0	2022-07-29 14:46:19.059373
41	605.0	14	185.8	3.37	0.0	-459.0	2022-07-29 14:46:20.097410
42	630.0	14	192.2	2.72	0.0	-477.0	2022-07-29 14:46:21.077394
43	670.0	15	196.1	2.88	0.0	-498.0	2022-07-29 14:46:22.085903
44	650.0	15	203.9	3.14	0.0	-483.0	2022-07-29 14:46:23.117983
45	645.0	15	216.9	3.18	0.0	-479.0	2022-07-29 14:46:24.157054
46	675.0	17	211.2	4.25	0.0	-482.0	2022-07-29 14:46:25.101203
47	750.0	17	222.2	3.17	0.0	-536.0	2022-07-29 14:46:26.137780
48	740.0	17	228.3	4.95	0.0	-528.0	2022-07-29 14:46:27.097314
49	745.0	17	235.9	3.31	0.0	-532.0	2022-07-29 14:46:28.087837
50	860.0	20	222.7	7.24	0.0	-579.0	2022-07-29 14:46:29.097129
51	875.0	20	227.1	3.78	0.0	-589.0	2022-07-29 14:46:30.089441
52	804.55	20	236.8	4.06	0.0	-541.0	2022-07-29 14:46:31.093498
53	904.01	24	201.5	12.12	0.00034976811669300723	-559.0	2022-07-29 14:46:32.126306
54	1021.48	24	121.0	9.33	0.005991109965857115	-574.0	2022-07-29 14:46:33.109320
55	974.38	24	107.5	8.78	0.0014968094325254063	-591.0	2022-07-29 14:46:34.101167
56	883.3	24	98.5	8.41	0.001097665090184706	-539.0	2022-07-29 14:46:35.057464
57	897.13	23	95.4	8.21	0.0008156606851549756	-562.0	2022-07-29 14:46:36.059849
58	876.49	23	91.1	8.0	0.0006254886630179827	-550.0	2022-07-29 14:46:37.066344
59	876.97	23	88.4	8.05	0.00031382804838182415	-553.0	2022-07-29 14:46:38.065765
60	901.78	24	88.2	8.01	0.00031250813823276646	-558.0	2022-07-29 14:46:39.073619
61	868.76	24	88.2	8.18	0.0	-540.0	2022-07-29 14:46:40.061414
62	891.27	24	88.2	7.85	0.0	-554.0	2022-07-29 14:46:41.047454
63	889.08	24	85.1	7.81	0.00040531882902082817	-549.0	2022-07-29 14:46:42.053490
64	865.65	23	81.3	7.39	0.0001867297398232292	-547.0	2022-07-29 14:46:43.061077
65	880.43	23	81.3	7.76	0.0	-558.0	2022-07-29 14:46:44.065758
66	879.41	23	81.3	7.74	0.0	-558.0	2022-07-29 14:46:45.065740
67	875.97	21	82.9	7.35	0.0	-578.0	2022-07-29 14:46:46.065601
68	894.45	21	75.4	7.1	0.0009468327130702365	-582.0	2022-07-29 14:46:47.069938
69	869.8	21	69.8	6.82	0.000629549478654338	-568.0	2022-07-29 14:46:48.065740
70	884.87	21	70.3	6.72	0.0	-584.0	2022-07-29 14:46:49.069247
71	875.8	18	68.9	6.5	0.0	-613.0	2022-07-29 14:46:50.071640
72	871.1	18	69.7	6.55	0.0	-610.0	2022-07-29 14:46:51.062477
73	885.17	18	69.7	6.45	0.0	-620.0	2022-07-29 14:46:52.085500
74	846.2	14	69.4	6.11	0.0	-641.0	2022-07-29 14:46:53.076445
75	690.48	14	100.6	1.92	0.0	-523.0	2022-07-29 14:46:54.205270
76	600.0	14	135.9	2.43	0.0	-455.0	2022-07-29 14:46:55.150011
77	625.0	14	146.2	1.9	0.0	-474.0	2022-07-29 14:46:56.165479
78	640.0	15	152.0	2.81	0.0	-476.0	2022-07-29 14:46:57.129585
79	645.0	15	166.4	3.86	0.0	-479.0	2022-07-29 14:46:58.121410
80	655.0	15	174.9	3.95	0.0	-487.0	2022-07-29 14:46:59.117816
81	650.0	14	178.4	2.86	0.0	-493.0	2022-07-29 14:47:00.133995
82	620.0	14	187.5	2.22	0.0	-470.0	2022-07-29 14:47:01.150529
83	620.0	14	193.0	9.03	0.0	-470.0	2022-07-29 14:47:02.149505
84	568.08	14	123.5	10.9	0.005741187277528993	-398.0	2022-07-29 14:47:03.135589
85	433.17	16	91.8	9.45	0.002570403638109765	-304.0	2022-07-29 14:47:04.096262
86	439.1	16	75.7	8.6	0.0020667811896070433	-311.0	2022-07-29 14:47:05.085052
87	440.77	16	70.8	8.31	0.0008282569199529764	-317.0	2022-07-29 14:47:06.080172
88	423.99	13	72.3	8.14	0.0005320950031441978	-326.0	2022-07-29 14:47:07.090753
89	389.27	13	61.7	7.23	0.0	-301.0	2022-07-29 14:47:08.086363
90	390.63	13	53.1	6.82	0.001301505605348005	-297.0	2022-07-29 14:47:09.090158
91	389.21	13	51.8	6.83	0.0002660439268083597	-300.0	2022-07-29 14:47:10.089685
92	400.04	14	49.8	7.1	0.00023226780477891008	-302.0	2022-07-29 14:47:11.089747
93	409.82	14	50.4	6.88	0.0	-311.0	2022-07-29 14:47:12.094706
94	419.14	14	50.7	6.88	0.0	-318.0	2022-07-29 14:47:13.093825
95	392.22	16	45.5	6.93	0.0011278089491640116	-281.0	2022-07-29 14:47:14.099310
96	445.16	16	40.4	6.47	0.000829742244586601	-321.0	2022-07-29 14:47:15.103629
97	429.87	16	38.9	6.16	0.00024079623287671232	-312.0	2022-07-29 14:47:16.101860
98	447.4	16	39.8	6.34	0.0	-326.0	2022-07-29 14:47:17.091100
99	459.47	19	42.3	6.83	0.00030378208698293756	-314.0	2022-07-29 14:47:18.105750
100	472.54	19	42.3	6.95	0.0	-324.0	2022-07-29 14:47:19.098942
101	474.09	19	42.3	6.89	0.0	-325.0	2022-07-29 14:47:20.095003
102	475.55	23	49.7	7.71	0.00021547080370609782	-301.0	2022-07-29 14:47:21.114942
103	511.13	23	36.8	6.68	0.002740998838559814	-310.0	2022-07-29 14:47:22.097789
104	501.19	23	31.8	6.16	0.0011949586273758259	-312.0	2022-07-29 14:47:23.104401
105	520.26	23	32.0	6.03	0.0	-330.0	2022-07-29 14:47:24.109912
106	497.02	22	32.7	6.28	0.0	-321.0	2022-07-29 14:47:25.105937
107	502.1	22	31.2	6.04	0.00032663726931242854	-323.0	2022-07-29 14:47:26.109152
108	493.73	22	30.4	5.86	0.0004140882007867676	-317.0	2022-07-29 14:47:27.111671
109	497.9	20	30.4	6.0	0.00014088144826128812	-334.0	2022-07-29 14:47:28.112099
110	484.78	20	30.8	5.9	0.0	-326.0	2022-07-29 14:47:29.131405
111	463.65	20	31.4	5.93	0.0	-312.0	2022-07-29 14:47:30.118245
112	486.1	20	31.5	5.94	0.00014468988135429728	-326.0	2022-07-29 14:47:31.113883
113	467.16	17	49.2	5.06	0.0	-334.0	2022-07-29 14:47:32.106465
114	870.85	17	74.4	6.3	0.0	-622.0	2022-07-29 14:47:33.217395
115	744.69	17	85.8	6.13	0.0	-532.0	2022-07-29 14:47:34.209569
116	730.31	17	156.4	2.81	0.0	-522.0	2022-07-29 14:47:35.165535
117	100.0	2	109.0	1.27	0.0	-96.0	2022-07-29 14:47:36.183570
118	100.0	2	126.0	1.41	0.0	-96.0	2022-07-29 14:47:37.168948
119	90.0	2	137.0	1.94	0.0	-87.0	2022-07-29 14:47:38.121817
120	110.0	3	158.7	2.35	0.0	-104.0	2022-07-29 14:47:39.190812
121	150.0	3	210.7	1.9	0.0	-141.0	2022-07-29 14:47:40.132519
122	140.0	3	217.3	2.06	0.0	-132.0	2022-07-29 14:47:41.128861
123	145.0	3	231.3	2.13	0.0	-137.0	2022-07-29 14:47:42.176747
124	300.0	7	209.1	1.99	0.0	-261.0	2022-07-29 14:47:43.185143
125	305.0	7	256.0	3.16	0.0	-266.0	2022-07-29 14:47:44.182069
126	330.0	7	279.7	2.41	0.0	-287.0	2022-07-29 14:47:45.165760
127	414.53	13	197.8	3.85	0.0	-320.0	2022-07-29 14:47:46.149740
128	580.47	13	249.0	2.49	0.0	-449.0	2022-07-29 14:47:47.169237
129	580.0	13	271.0	4.36	0.0	-448.0	2022-07-29 14:47:48.160327
130	565.0	13	291.2	2.67	0.0	-437.0	2022-07-29 14:47:49.161365
131	849.57	21	218.2	9.5	0.0	-561.0	2022-07-29 14:47:50.141406
132	889.71	21	218.0	8.89	0.0002225058846951084	-585.0	2022-07-29 14:47:51.277342
133	900.02	21	213.0	9.77	0.00012170385395537525	-593.0	2022-07-29 14:47:52.221278
134	944.43	26	146.8	11.54	0.0007387706855791962	-557.0	2022-07-29 14:47:53.177750
135	1025.54	26	109.1	9.06	0.003905997387379231	-573.0	2022-07-29 14:47:54.183220
136	893.54	26	97.2	8.84	0.001273168312850959	-523.0	2022-07-29 14:47:55.141963
137	888.39	26	93.8	8.39	0.00031294007197621654	-528.0	2022-07-29 14:47:56.149733
138	886.32	25	88.5	7.88	0.000790263948158685	-533.0	2022-07-29 14:47:57.126882
139	873.64	25	85.1	7.81	0.00046864016246192297	-528.0	2022-07-29 14:47:58.141500
140	880.64	25	80.8	7.78	0.0006007967086789003	-531.0	2022-07-29 14:47:59.141856
141	897.28	26	78.5	7.61	0.00014415831203721906	-535.0	2022-07-29 14:48:00.146079
142	875.03	26	76.2	7.77	0.00013363624214887077	-522.0	2022-07-29 14:48:01.134113
143	875.52	26	76.2	7.58	0.0	-523.0	2022-07-29 14:48:02.142071
144	876.12	26	75.0	7.45	0.00015789681443176883	-522.0	2022-07-29 14:48:03.142747
145	871.87	25	72.6	7.31	0.0006568658116984673	-526.0	2022-07-29 14:48:04.129032
146	887.86	25	73.4	7.17	0.0	-541.0	2022-07-29 14:48:05.128402
147	891.83	25	72.5	7.32	1.2879627006001906e-05	-543.0	2022-07-29 14:48:06.165646
148	864.11	23	73.1	7.08	0.0	-548.0	2022-07-29 14:48:07.130883
149	879.82	23	74.1	7.39	0.00019147306612203217	-556.0	2022-07-29 14:48:08.161723
150	881.45	23	73.2	7.22	0.00014265705244592	-558.0	2022-07-29 14:48:09.180514
151	800.58	23	73.3	7.14	0.00017482987708114796	-506.0	2022-07-29 14:48:10.161401
152	874.55	20	76.5	7.04	0.0	-589.0	2022-07-29 14:48:11.149521
153	881.03	20	77.8	6.87	0.0	-593.0	2022-07-29 14:48:12.172214
154	882.57	20	77.8	6.89	0.0	-594.0	2022-07-29 14:48:13.162833
155	870.97	16	81.4	6.51	0.0	-634.0	2022-07-29 14:48:14.162443
156	747.73	16	91.2	6.34	0.0	-545.0	2022-07-29 14:48:15.212612
157	695.0	16	152.8	3.61	0.0	-506.0	2022-07-29 14:48:16.234983
158	715.0	16	131.5	11.71	0.0024117475444909073	-504.0	2022-07-29 14:48:17.255110
159	556.3	17	95.5	9.7	0.003818436054641282	-376.0	2022-07-29 14:48:18.167960
160	447.76	17	89.8	9.24	0.0009614654757989019	-315.0	2022-07-29 14:48:19.166593
161	467.4	17	75.4	8.62	0.0020884270578647108	-324.0	2022-07-29 14:48:20.160088
162	440.06	11	73.1	8.34	0.0007876599934361667	-350.0	2022-07-29 14:48:21.156996
163	431.62	11	78.5	4.5	0.0	-347.0	2022-07-29 14:48:22.197233
164	485.0	11	99.0	2.0	0.0	-390.0	2022-07-29 14:48:23.221638
165	490.0	11	113.3	2.55	0.0	-394.0	2022-07-29 14:48:24.209229
166	455.0	9	125.4	2.15	0.0	-381.0	2022-07-29 14:48:25.248280
167	405.0	9	136.6	1.91	0.0	-339.0	2022-07-29 14:48:26.165393
168	410.0	9	148.4	2.08	0.0	-343.0	2022-07-29 14:48:27.205233
169	390.0	10	155.3	1.97	0.0	-320.0	2022-07-29 14:48:28.186036
170	445.0	10	169.4	2.64	0.0	-365.0	2022-07-29 14:48:29.213103
171	445.0	10	178.8	2.52	0.0	-365.0	2022-07-29 14:48:30.213635
172	450.0	10	186.9	2.22	0.0	-369.0	2022-07-29 14:48:31.208514
173	490.0	12	189.1	2.23	0.0	-386.0	2022-07-29 14:48:32.225273
174	520.0	12	208.8	2.62	0.0	-410.0	2022-07-29 14:48:33.210886
175	545.0	12	218.8	2.42	0.0	-430.0	2022-07-29 14:48:34.223988
176	535.0	12	227.9	2.31	0.0	-422.0	2022-07-29 14:48:35.241593
177	630.0	15	218.4	3.2	0.0	-468.0	2022-07-29 14:48:36.209190
178	655.0	15	226.8	3.63	0.0	-487.0	2022-07-29 14:48:37.217561
179	675.0	15	241.0	3.5	0.0	-502.0	2022-07-29 14:48:38.246758
180	685.0	19	215.6	3.51	0.0	-470.0	2022-07-29 14:48:39.230748
181	815.0	19	230.6	4.1	0.0	-559.0	2022-07-29 14:48:40.245303
182	840.0	19	237.9	5.29	0.0	-577.0	2022-07-29 14:48:41.258880
183	850.0	19	240.3	5.79	0.0	-583.0	2022-07-29 14:48:42.253551
184	1001.94	24	145.3	10.28	0.005491065605843224	-568.0	2022-07-29 14:48:43.248722
185	986.52	24	130.1	9.85	0.001553301745180196	-598.0	2022-07-29 14:48:44.233929
186	922.76	24	121.8	9.49	0.0009143594777393806	-565.0	2022-07-29 14:48:45.201579
187	901.3	28	98.8	9.11	0.001160879659823129	-507.0	2022-07-29 14:48:46.202735
188	869.51	28	78.3	8.31	0.0023085350584307177	-479.0	2022-07-29 14:48:47.209934
189	865.46	28	71.5	7.85	0.0012896878157740786	-486.0	2022-07-29 14:48:48.202123
190	869.97	28	61.5	7.37	0.001330032394848429	-488.0	2022-07-29 14:48:49.207274
191	888.25	26	56.6	6.75	0.0016973075342588126	-516.0	2022-07-29 14:48:50.210031
192	882.91	26	55.0	6.65	0.0004374511181515702	-524.0	2022-07-29 14:48:51.209597
193	857.45	26	56.0	6.73	0.0	-512.0	2022-07-29 14:48:52.210653
194	863.03	24	55.9	6.6	8.489685032685287e-05	-536.0	2022-07-29 14:48:53.206645
195	907.67	24	54.7	6.47	0.00018451886705415628	-563.0	2022-07-29 14:48:54.217593
196	865.49	24	53.6	6.47	0.00043086002271807393	-534.0	2022-07-29 14:48:55.233790
197	861.21	24	54.4	6.4	0.0	-535.0	2022-07-29 14:48:56.208499
198	864.26	21	59.1	6.31	0.0	-570.0	2022-07-29 14:48:57.209740
199	901.23	21	62.5	6.54	0.0	-595.0	2022-07-29 14:48:58.219378
200	876.8	21	64.2	6.58	0.0	-578.0	2022-07-29 14:48:59.218954
201	837.41	17	65.6	6.16	0.0	-598.0	2022-07-29 14:49:00.219396
202	863.93	17	73.2	6.22	0.0	-617.0	2022-07-29 14:49:01.295659
203	730.0	17	84.3	5.98	0.0	-521.0	2022-07-29 14:49:02.233382
204	740.0	17	173.6	3.32	0.0	-528.0	2022-07-29 14:49:03.277624
205	790.0	18	189.5	3.67	0.0	-553.0	2022-07-29 14:49:04.269589
206	785.0	18	198.6	7.33	0.0	-550.0	2022-07-29 14:49:05.281654
207	800.0	18	209.2	4.71	0.0	-560.0	2022-07-29 14:49:06.262532
208	775.0	17	213.5	2.76	0.0	-553.0	2022-07-29 14:49:07.290200
209	740.0	17	218.6	3.52	0.0	-528.0	2022-07-29 14:49:08.273398
210	735.0	17	224.6	5.96	0.0	-525.0	2022-07-29 14:49:09.334788
211	740.0	17	229.1	4.92	0.0	-528.0	2022-07-29 14:49:10.262653
212	775.0	18	226.5	5.12	0.0	-543.0	2022-07-29 14:49:11.269643
213	775.0	18	233.5	4.78	0.0	-543.0	2022-07-29 14:49:12.262808
214	780.0	18	236.6	4.08	0.0	-546.0	2022-07-29 14:49:13.273502
215	805.0	20	226.0	3.95	0.0	-542.0	2022-07-29 14:49:14.273937
216	890.0	20	232.2	5.41	0.0	-599.0	2022-07-29 14:49:15.257344
217	885.0	20	233.0	6.61	0.0	-596.0	2022-07-29 14:49:16.269936
218	875.0	20	235.0	5.02	0.0	-589.0	2022-07-29 14:49:17.253323
219	962.82	23	168.0	10.7	0.0023914117127186714	-588.0	2022-07-29 14:49:18.297689
220	998.31	23	134.7	9.68	0.0020790564483439467	-612.0	2022-07-29 14:49:19.276312
221	937.33	23	114.0	8.89	0.0017394822006472491	-578.0	2022-07-29 14:49:20.236241
222	903.09	22	102.3	8.31	0.0012971188239455996	-572.0	2022-07-29 14:49:21.229554
223	878.31	22	93.8	8.13	0.0011290347526176593	-558.0	2022-07-29 14:49:22.241730
224	880.57	22	88.1	7.9	0.0005937772147890112	-564.0	2022-07-29 14:49:23.237555
225	891.08	22	88.1	7.78	0.0	-576.0	2022-07-29 14:49:24.237748
226	873.98	23	81.2	7.72	0.0004069416366930085	-551.0	2022-07-29 14:49:25.245745
227	885.86	23	81.3	7.61	0.0	-562.0	2022-07-29 14:49:26.249637
228	884.99	23	81.5	7.68	0.0	-561.0	2022-07-29 14:49:27.241610
229	873.69	22	81.6	7.5	0.0	-565.0	2022-07-29 14:49:28.241570
230	884.93	22	83.8	7.56	0.0	-572.0	2022-07-29 14:49:29.249776
231	889.47	22	83.8	7.64	0.0	-575.0	2022-07-29 14:49:30.246187
232	883.84	22	83.8	7.32	0.0	-572.0	2022-07-29 14:49:31.253309
233	863.1	20	84.6	7.51	0.0	-581.0	2022-07-29 14:49:32.242066
234	897.52	20	78.1	7.09	0.0007863283707276158	-597.0	2022-07-29 14:49:33.241226
235	891.32	20	78.2	7.02	0.0	-600.0	2022-07-29 14:49:34.245692
236	860.23	17	78.2	7.16	0.0	-614.0	2022-07-29 14:49:35.249359
237	762.75	17	80.9	6.51	0.0	-545.0	2022-07-29 14:49:36.299005
238	720.0	17	89.1	4.72	0.0	-514.0	2022-07-29 14:49:37.297736
239	750.0	17	124.6	2.58	0.0	-536.0	2022-07-29 14:49:38.318074
240	770.0	18	143.9	4.25	0.0	-539.0	2022-07-29 14:49:39.349634
241	775.0	18	154.0	3.58	0.0	-543.0	2022-07-29 14:49:40.329937
242	790.0	18	159.4	2.76	0.0	-553.0	2022-07-29 14:49:41.294379
243	790.0	18	154.0	3.7	0.0	-553.0	2022-07-29 14:49:42.361473
244	865.0	20	165.9	4.96	0.0	-582.0	2022-07-29 14:49:43.317801
245	860.0	20	177.8	3.74	0.0	-579.0	2022-07-29 14:49:44.337339
246	890.0	20	182.3	5.8	0.0	-599.0	2022-07-29 14:49:45.337936
247	940.0	23	155.4	10.15	0.0009883254061399717	-587.0	2022-07-29 14:49:46.374617
248	1002.52	23	137.7	10.11	0.00121410544983289	-624.0	2022-07-29 14:49:47.321300
249	959.74	23	131.8	9.73	0.00039478878799842083	-605.0	2022-07-29 14:49:48.294914
250	909.55	23	120.0	9.2	0.0009583643914386114	-568.0	2022-07-29 14:49:49.264202
251	879.61	27	89.3	8.48	0.002331613004637028	-495.0	2022-07-29 14:49:50.273560
252	895.1	27	78.2	8.07	0.001479153184801701	-511.0	2022-07-29 14:49:51.262767
253	862.52	27	74.8	7.85	0.00033111267101969456	-502.0	2022-07-29 14:49:52.259951
254	883.59	25	71.2	7.3	0.000664774156455496	-533.0	2022-07-29 14:49:53.268101
255	876.78	25	66.2	7.31	0.0006940443140746949	-528.0	2022-07-29 14:49:54.273855
256	878.72	25	66.6	7.29	0.0	-536.0	2022-07-29 14:49:55.281673
257	878.14	25	65.5	7.03	0.0001440129873530413	-534.0	2022-07-29 14:49:56.289714
258	865.79	23	66.6	7.11	0.0	-549.0	2022-07-29 14:49:57.281405
259	880.36	23	67.8	7.16	0.0	-558.0	2022-07-29 14:49:58.284679
260	890.29	23	67.8	7.02	0.0	-565.0	2022-07-29 14:49:59.280024
261	871.63	20	68.3	6.43	0.0	-587.0	2022-07-29 14:50:00.285571
262	886.32	20	67.5	6.42	0.0001974151772788292	-595.0	2022-07-29 14:50:01.282025
263	860.41	20	67.8	6.53	0.0002746965257429887	-577.0	2022-07-29 14:50:02.285573
264	884.52	20	68.3	6.56	0.0	-595.0	2022-07-29 14:50:03.285611
265	788.33	16	72.9	6.35	0.0	-574.0	2022-07-29 14:50:04.429443
266	720.0	16	106.1	2.83	0.0	-524.0	2022-07-29 14:50:05.327423
267	700.0	16	156.2	2.11	0.0	-510.0	2022-07-29 14:50:06.333736
268	700.0	17	163.5	3.96	0.0	-500.0	2022-07-29 14:50:07.409695
269	745.0	17	190.5	3.75	0.0	-532.0	2022-07-29 14:50:08.341513
270	730.0	17	199.7	3.6	0.0	-521.0	2022-07-29 14:50:09.353350
271	735.0	17	206.7	4.83	0.0	-525.0	2022-07-29 14:50:10.361620
272	700.0	16	210.0	2.97	0.0	-510.0	2022-07-29 14:50:11.406606
273	695.0	16	215.7	2.65	0.0	-506.0	2022-07-29 14:50:12.327265
274	700.0	16	220.7	3.78	0.0	-510.0	2022-07-29 14:50:13.366257
275	725.0	17	214.8	5.07	0.0	-518.0	2022-07-29 14:50:14.337443
276	730.0	17	222.9	3.28	0.0	-521.0	2022-07-29 14:50:15.353537
277	740.0	17	229.2	3.81	0.0	-528.0	2022-07-29 14:50:16.397222
278	765.0	17	232.4	3.63	0.0	-546.0	2022-07-29 14:50:17.357339
279	810.0	19	226.2	3.87	0.0	-556.0	2022-07-29 14:50:18.353715
280	835.0	19	230.7	4.68	0.0	-573.0	2022-07-29 14:50:19.358875
281	820.0	19	236.4	3.97	0.0	-563.0	2022-07-29 14:50:20.381350
282	864.58	22	217.1	7.94	0.0	-559.0	2022-07-29 14:50:21.377083
283	966.42	22	164.7	10.57	0.0030823198648422083	-595.0	2022-07-29 14:50:22.376319
284	951.98	22	156.5	9.68	0.0008742199268345169	-607.0	2022-07-29 14:50:23.349686
285	961.92	22	151.6	10.1	0.00034151659639305933	-619.0	2022-07-29 14:50:24.335876
286	911.3	26	137.8	9.43	0.0009781851315859998	-536.0	2022-07-29 14:50:25.286128
287	899.2	26	129.9	9.45	0.0007470953448231445	-531.0	2022-07-29 14:50:26.299134
288	850.0	26	124.6	8.56	0.0	-508.0	2022-07-29 14:50:27.321582
289	875.63	25	121.7	8.31	0.0	-534.0	2022-07-29 14:50:28.295496
290	886.75	25	118.2	8.01	1.2892911477269798e-05	-540.0	2022-07-29 14:50:29.305954
291	888.47	25	118.2	8.1	0.0	-542.0	2022-07-29 14:50:30.341386
292	898.41	25	116.1	7.99	0.00019654860647038013	-546.0	2022-07-29 14:50:31.313587
293	875.12	23	115.5	8.18	0.0	-555.0	2022-07-29 14:50:32.313618
294	891.2	23	116.0	8.08	0.0	-565.0	2022-07-29 14:50:33.296460
295	893.33	23	116.0	8.42	0.0	-567.0	2022-07-29 14:50:34.329315
296	872.31	20	109.4	7.92	0.0	-587.0	2022-07-29 14:50:35.333545
297	852.2	20	112.0	7.02	0.0	-574.0	2022-07-29 14:50:36.374769
298	780.34	20	107.9	6.42	0.0005614896450863127	-521.0	2022-07-29 14:50:37.377682
299	750.0	20	153.0	2.78	0.0	-505.0	2022-07-29 14:50:38.333359
300	730.0	21	165.7	3.12	0.0	-482.0	2022-07-29 14:50:39.378223
301	735.0	21	173.7	2.24	0.0	-485.0	2022-07-29 14:50:40.357565
302	715.0	21	180.6	2.25	0.0	-472.0	2022-07-29 14:50:41.413409
303	740.0	18	166.8	2.75	0.0	-518.0	2022-07-29 14:50:42.397414
304	730.0	18	182.8	5.42	0.0	-511.0	2022-07-29 14:50:43.378123
305	750.0	18	193.0	3.56	0.0	-525.0	2022-07-29 14:50:44.350126
306	745.0	18	198.9	3.35	0.0	-522.0	2022-07-29 14:50:45.377293
307	715.0	16	197.6	2.46	0.0	-521.0	2022-07-29 14:50:46.365525
308	705.0	16	205.2	6.16	0.0	-514.0	2022-07-29 14:50:47.359047
309	690.0	16	211.4	4.26	0.0	-503.0	2022-07-29 14:50:48.333178
310	710.0	16	215.6	3.41	0.0	-517.0	2022-07-29 14:50:49.358468
311	720.0	17	215.2	4.08	0.0	-514.0	2022-07-29 14:50:50.375682
312	760.0	17	221.1	5.87	0.0	-543.0	2022-07-29 14:50:51.365939
313	715.0	17	225.4	3.7	0.0	-511.0	2022-07-29 14:50:52.370086
314	740.0	19	227.3	3.36	0.0	-508.0	2022-07-29 14:50:53.453479
315	760.0	19	231.1	4.07	0.0	-522.0	2022-07-29 14:50:54.407270
316	755.0	19	234.2	4.48	0.0	-518.0	2022-07-29 14:50:55.498009
317	690.0	19	231.0	3.98	0.0	-474.0	2022-07-29 14:50:56.411357
318	720.0	18	231.7	3.55	0.0	-504.0	2022-07-29 14:50:57.376314
319	675.0	18	237.5	3.22	0.0	-473.0	2022-07-29 14:50:58.385002
320	720.0	18	242.4	3.76	0.0	-504.0	2022-07-29 14:50:59.386607
321	670.0	19	245.4	3.24	0.0	-460.0	2022-07-29 14:51:00.444141
322	700.0	19	248.4	3.95	0.0	-481.0	2022-07-29 14:51:01.407418
323	680.0	19	249.7	2.7	0.0	-467.0	2022-07-29 14:51:02.397289
