	curr_thrpt	goodput	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
0	837.64	6254	30	77.5	6.3	0.0007162297665090961	-456.0	2022-07-25 12:18:51.108202
1	720.16	5945	30	119.8	6.98	8.328197611472925e-05	-397.0	2022-07-25 12:18:52.089656
2	690.0	5183	30	137.6	7.49	0.0	-381.0	2022-07-25 12:18:53.109680
3	695.0	6679	19	145.7	7.14	0.0	-477.0	2022-07-25 12:18:54.122234
4	704.23	7646	18	142.9	7.26	0.00010101010101010101	-492.0	2022-07-25 12:18:55.115564
5	650.0	8403	18	149.8	7.08	0.0	-455.0	2022-07-25 12:18:56.130595
6	655.0	9842	18	154.2	7.23	0.0	-459.0	2022-07-25 12:18:57.095964
7	555.0	5095	7	286.4	2.83	0.0	-483.0	2022-07-25 12:18:58.091566
8	305.0	4651	7	310.1	3.07	0.0	-266.0	2022-07-25 12:18:59.137102
9	325.0	4729	7	316.0	2.67	0.0	-283.0	2022-07-25 12:19:00.149061
10	320.0	5076	7	331.0	2.93	0.0	-279.0	2022-07-25 12:19:01.095954
11	281.82	5861	7	333.6	2.57	0.0	-245.0	2022-07-25 12:19:02.157918
12	620.01	3035	18	195.4	6.09	9.028530155290719e-05	-434.0	2022-07-25 12:19:03.143132
13	670.0	4714	18	226.7	5.82	0.0	-469.0	2022-07-25 12:19:04.176987
14	665.0	5949	18	241.4	5.54	0.0	-466.0	2022-07-25 12:19:05.161045
15	635.0	5995	15	252.9	5.08	0.0	-472.0	2022-07-25 12:19:06.101639
16	652.56	4855	18	228.3	6.6	0.0001035750660291046	-456.0	2022-07-25 12:19:07.146074
17	670.0	9382	18	236.7	5.12	0.0	-469.0	2022-07-25 12:19:08.217509
18	660.0	6796	18	236.9	5.47	0.0	-462.0	2022-07-25 12:19:09.108250
19	650.0	7668	15	240.1	5.52	0.0	-483.0	2022-07-25 12:19:10.119387
20	640.0	4761	15	242.6	6.82	0.0	-476.0	2022-07-25 12:19:11.217393
21	640.0	4287	15	242.9	6.39	0.0	-476.0	2022-07-25 12:19:12.149534
22	672.3	7462	18	218.8	6.18	8.28953694646617e-05	-470.0	2022-07-25 12:19:13.189348
