	curr_thrpt	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
353	150.0	19	354.2	2.39	0.0	-103.0	2022-07-29 13:54:22.046642
354	145.0	19	354.2	3.22	0.0	-100.0	2022-07-29 13:54:23.049070
355	150.0	19	354.2	2.24	0.0	-103.0	2022-07-29 13:54:24.156245
356	140.0	17	354.2	2.46	0.0	-100.0	2022-07-29 13:54:25.129729
357	145.0	17	354.2	3.07	0.0	-104.0	2022-07-29 13:54:26.059345
358	145.0	17	354.2	1.93	0.0	-104.0	2022-07-29 13:54:27.116613
359	140.0	17	354.2	2.66	0.0	-100.0	2022-07-29 13:54:28.076611
360	145.0	17	354.2	2.43	0.0	-104.0	2022-07-29 13:54:29.136805
361	145.0	17	354.2	2.49	0.0	-104.0	2022-07-29 13:54:30.065007
362	135.0	18	292.3	2.11	0.0	-95.0	2022-07-29 13:54:31.110312
363	100.0	18	292.3	2.09	0.0	-70.0	2022-07-29 13:54:32.065676
364	100.0	18	292.3	2.16	0.0	-70.0	2022-07-29 13:54:33.092922
365	100.0	18	292.3	2.19	0.0	-70.0	2022-07-29 13:54:34.046650
366	75.0	18	221.5	1.62	0.0	-53.0	2022-07-29 13:54:35.089670
367	50.0	20	221.5	1.81	0.0	-34.0	2022-07-29 13:54:36.077814
368	50.0	20	221.5	1.68	0.0	-34.0	2022-07-29 13:54:37.075533
369	50.0	20	221.5	1.88	0.0	-34.0	2022-07-29 13:54:38.037820
370	50.0	20	221.5	1.9	0.0	-34.0	2022-07-29 13:54:39.031849
371	45.0	20	221.5	1.77	0.0	-30.0	2022-07-29 13:54:40.045582
372	50.0	19	221.5	1.8	0.0	-34.0	2022-07-29 13:54:41.083072
373	50.0	19	221.5	1.82	0.0	-34.0	2022-07-29 13:54:42.078105
374	50.0	19	221.5	1.71	0.0	-34.0	2022-07-29 13:54:43.068126
375	50.0	19	221.5	1.25	0.0	-34.0	2022-07-29 13:54:44.143961
376	50.0	20	221.5	1.57	0.0	-34.0	2022-07-29 13:54:45.075912
377	50.0	20	221.5	1.57	0.0	-34.0	2022-07-29 13:54:46.102490
378	50.0	20	221.5	1.78	0.0	-34.0	2022-07-29 13:54:47.059095
379	50.0	20	221.5	1.6	0.0	-34.0	2022-07-29 13:54:48.063699
380	50.0	20	221.5	1.54	0.0	-34.0	2022-07-29 13:54:49.127046
381	45.0	19	221.5	1.78	0.0	-31.0	2022-07-29 13:54:50.092292
382	50.0	19	221.5	1.77	0.0	-34.0	2022-07-29 13:54:51.111992
