	curr_thrpt	goodput	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
0	50.0	804	1	254.0	1.69	0.0	-49.0	2022-07-23 14:40:09.357546
1	50.0	712	1	188.0	1.23	0.0	-49.0	2022-07-23 14:40:10.360197
2	50.0	637	1	190.0	1.31	0.0	-49.0	2022-07-23 14:40:11.364170
3	50.0	707	1	190.0	1.18	0.0	-49.0	2022-07-23 14:40:12.368629
4	75.0	881	2	193.0	1.57	0.0	-72.0	2022-07-23 14:40:13.364037
5	100.0	1379	2	233.0	1.26	0.0	-96.0	2022-07-23 14:40:14.364213
6	95.0	1395	2	191.0	1.12	0.0	-91.0	2022-07-23 14:40:15.432707
7	105.0	3075	4	189.5	1.69	0.0	-97.0	2022-07-23 14:40:16.392364
8	185.0	2998	4	192.0	1.47	0.0	-171.0	2022-07-23 14:40:17.380726
9	190.0	2935	4	197.0	1.28	0.0	-176.0	2022-07-23 14:40:18.401706
10	190.0	2959	4	192.5	1.44	0.0	-176.0	2022-07-23 14:40:19.380366
11	335.0	4395	10	197.4	2.52	0.0	-275.0	2022-07-23 14:40:20.421045
12	455.0	4702	10	197.6	2.05	0.0	-373.0	2022-07-23 14:40:21.426568
13	465.0	7086	10	202.6	1.55	0.0	-381.0	2022-07-23 14:40:22.420935
14	460.0	6394	10	191.8	1.84	0.0	-377.0	2022-07-23 14:40:23.438972
15	670.0	7775	16	202.6	2.53	0.0	-488.0	2022-07-23 14:40:24.395582
16	705.0	6799	16	193.9	2.33	0.0	-514.0	2022-07-23 14:40:25.397177
17	690.0	6556	16	225.4	2.82	0.0	-503.0	2022-07-23 14:40:26.415551
18	802.19	1095	24	51.1	4.24	0.0	-499.0	2022-07-23 14:40:27.429616
19	910.24	1055	24	45.1	4.62	0.0	-566.0	2022-07-23 14:40:28.410587
20	880.37	1087	24	43.2	3.04	0.0	-547.0	2022-07-23 14:40:29.413366
21	842.16	1602	24	72.8	3.64	0.0	-524.0	2022-07-23 14:40:30.412605
22	931.23	1239	29	41.0	3.37	0.0	-524.0	2022-07-23 14:40:31.405529
23	842.54	1303	29	58.9	2.71	0.0	-474.0	2022-07-23 14:40:32.415468
24	858.62	1059	29	55.3	4.67	0.0	-483.0	2022-07-23 14:40:33.413474
25	836.19	1434	28	69.1	2.91	0.0	-480.0	2022-07-23 14:40:34.421487
26	859.72	1422	28	69.8	3.39	0.0	-494.0	2022-07-23 14:40:35.421460
27	879.37	1249	28	43.1	3.16	0.0	-505.0	2022-07-23 14:40:36.409517
28	857.95	1395	28	57.0	3.19	0.0	-493.0	2022-07-23 14:40:37.425516
29	851.21	1319	26	62.2	3.48	0.0	-509.0	2022-07-23 14:40:38.413735
30	860.47	1344	26	85.7	4.52	0.0	-514.0	2022-07-23 14:40:39.433511
31	863.36	1659	26	75.2	3.23	0.0	-516.0	2022-07-23 14:40:40.434846
32	859.92	1579	23	62.2	3.14	0.0	-545.0	2022-07-23 14:40:41.429368
33	856.1	1729	23	74.4	3.28	0.0	-543.0	2022-07-23 14:40:42.433365
34	893.29	1863	23	98.9	5.55	0.0	-566.0	2022-07-23 14:40:43.473250
35	885.88	1522	23	98.5	4.91	0.0	-562.0	2022-07-23 14:40:44.429345
36	840.12	1730	19	86.1	2.94	0.0	-577.0	2022-07-23 14:40:45.427775
37	811.24	4963	19	178.9	3.54	0.0	-557.0	2022-07-23 14:40:46.497208
38	815.0	6178	19	160.1	2.72	0.0	-559.0	2022-07-23 14:40:47.445253
39	775.0	5068	14	187.4	3.02	0.0	-587.0	2022-07-23 14:40:48.420693
40	595.0	5687	14	192.4	3.09	0.0	-451.0	2022-07-23 14:40:49.517151
41	615.0	5615	14	198.0	2.99	0.0	-466.0	2022-07-23 14:40:50.441715
42	600.0	4504	14	188.1	4.8	0.0	-455.0	2022-07-23 14:40:51.437053
43	645.0	4907	15	195.6	3.1	0.0	-479.0	2022-07-23 14:40:52.449171
44	645.0	6782	15	202.8	2.24	0.0	-479.0	2022-07-23 14:40:53.494482
45	635.0	7782	15	195.9	2.27	0.0	-472.0	2022-07-23 14:40:54.424937
46	675.0	5648	17	185.1	3.14	0.0	-482.0	2022-07-23 14:40:55.449208
47	720.0	6903	17	179.6	2.24	0.0	-514.0	2022-07-23 14:40:56.476915
48	725.0	4264	17	179.9	4.36	0.0	-518.0	2022-07-23 14:40:57.493104
49	725.0	3933	17	179.1	4.52	0.0	-518.0	2022-07-23 14:40:58.489519
50	840.0	3573	20	156.4	3.03	0.0	-565.0	2022-07-23 14:40:59.429758
51	800.0	3492	20	161.2	4.46	0.0	-538.0	2022-07-23 14:41:00.643264
52	845.0	6779	20	168.6	2.65	0.0	-569.0	2022-07-23 14:41:01.561639
53	902.41	2409	24	97.5	4.39	0.0	-561.0	2022-07-23 14:41:02.551292
54	929.8	1877	24	71.2	3.02	0.0	-578.0	2022-07-23 14:41:03.488484
55	881.97	1360	24	54.8	3.05	0.0	-548.0	2022-07-23 14:41:04.453865
56	856.7	1190	24	46.8	3.37	0.0	-533.0	2022-07-23 14:41:05.477275
57	872.35	1180	23	54.0	3.17	0.0	-553.0	2022-07-23 14:41:06.556568
58	859.35	1372	23	76.9	3.68	0.0	-545.0	2022-07-23 14:41:07.493485
59	883.44	1316	23	62.7	3.17	0.0	-560.0	2022-07-23 14:41:08.461350
60	862.7	1460	24	61.8	3.38	0.0	-536.0	2022-07-23 14:41:09.465890
61	814.41	1241	24	57.5	3.08	0.0	-506.0	2022-07-23 14:41:10.489374
62	877.53	1157	24	55.0	4.11	0.0	-546.0	2022-07-23 14:41:11.459135
63	902.22	1103	24	47.2	3.3	0.0	-561.0	2022-07-23 14:41:12.449308
64	835.78	1313	23	56.3	3.0	0.0	-530.0	2022-07-23 14:41:13.469336
65	851.62	1714	23	70.1	3.21	0.0	-540.0	2022-07-23 14:41:14.535091
66	880.2	1807	23	83.7	2.96	0.0	-558.0	2022-07-23 14:41:15.495202
67	860.59	2175	23	87.3	2.68	0.0	-546.0	2022-07-23 14:41:16.514598
68	849.3	1440	21	71.9	3.67	0.0	-560.0	2022-07-23 14:41:17.467745
69	872.54	1467	21	80.7	3.68	0.0	-576.0	2022-07-23 14:41:18.485711
70	883.96	1858	21	107.0	3.56	0.0	-583.0	2022-07-23 14:41:19.477232
71	856.04	1878	18	108.1	3.6	0.0	-599.0	2022-07-23 14:41:20.486151
72	775.0	2935	18	154.0	4.77	0.0	-543.0	2022-07-23 14:41:21.456995
73	755.0	5588	18	186.7	3.77	0.0	-529.0	2022-07-23 14:41:22.497033
74	790.0	2956	18	174.9	6.81	0.0	-553.0	2022-07-23 14:41:23.533069
75	830.0	4415	19	172.0	3.58	0.0	-570.0	2022-07-23 14:41:24.533219
76	830.0	7226	19	177.9	2.38	0.0	-570.0	2022-07-23 14:41:25.491269
