	curr_thrpt	goodput	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
0	50.0	1301	18	99.0	1.55	0.0	-35.0	2022-07-26 10:52:29.464615
1	660.0	4668	18	155.2	3.32	0.0	-462.0	2022-07-26 10:52:30.397245
2	785.0	5355	18	195.6	3.72	0.0	-550.0	2022-07-26 10:52:31.397166
3	765.0	7864	18	222.2	3.38	0.0	-536.0	2022-07-26 10:52:32.441529
4	800.0	4498	18	237.0	4.8	0.0	-560.0	2022-07-26 10:52:33.404580
5	760.0	8544	18	245.6	2.95	0.0	-532.0	2022-07-26 10:52:34.413355
6	785.0	7598	18	255.6	3.83	0.0	-550.0	2022-07-26 10:52:35.394691
7	780.0	7893	18	265.2	3.4	0.0	-546.0	2022-07-26 10:52:36.485068
8	964.46	876	23	190.1	11.45	0.0021040450265635683	-591.0	2022-07-26 10:52:37.401020
9	969.37	893	23	153.7	10.44	0.002546602831822349	-590.0	2022-07-26 10:52:38.459443
10	971.75	885	23	133.3	9.66	0.001555189456342669	-601.0	2022-07-26 10:52:39.433382
11	891.91	973	23	117.7	9.02	0.000835692141798086	-558.0	2022-07-26 10:52:40.381781
12	893.01	984	23	117.7	8.96	0.0	-566.0	2022-07-26 10:52:41.393311
13	881.52	840	23	109.3	8.72	0.00038029794376835923	-556.0	2022-07-26 10:52:42.397883
14	883.14	901	23	104.0	8.69	0.0003769268761860199	-557.0	2022-07-26 10:52:43.397034
15	886.8	893	23	98.9	8.17	0.000503635213141005	-558.0	2022-07-26 10:52:44.427373
16	885.63	898	23	98.9	8.11	0.0	-562.0	2022-07-26 10:52:45.401529
17	881.56	888	23	97.8	8.43	0.00015681354869060687	-558.0	2022-07-26 10:52:46.401234
18	883.53	865	23	98.1	8.45	0.0	-560.0	2022-07-26 10:52:47.389785
19	885.53	898	23	98.1	8.24	0.0	-562.0	2022-07-26 10:52:48.411197
20	902.22	889	24	93.2	8.43	0.0008373428320795343	-553.0	2022-07-26 10:52:49.383973
21	878.75	946	24	89.7	7.88	0.00027169342631286147	-544.0	2022-07-26 10:52:50.397639
22	879.15	950	24	87.5	8.0	0.00031035017845135263	-544.0	2022-07-26 10:52:51.413526
23	885.98	893	24	85.6	7.82	0.00022461518134372728	-549.0	2022-07-26 10:52:52.411686
24	876.69	923	23	82.8	7.71	0.0002454670419584997	-554.0	2022-07-26 10:52:53.395774
25	886.85	884	23	81.7	7.53	0.00015694891312877657	-561.0	2022-07-26 10:52:54.405459
26	879.42	878	23	81.7	7.54	0.0	-558.0	2022-07-26 10:52:55.398357
27	883.16	887	23	80.0	7.55	0.0001955569461827284	-558.0	2022-07-26 10:52:56.411166
28	885.66	926	23	78.3	7.58	0.00016962200388825826	-560.0	2022-07-26 10:52:57.413359
29	880.62	892	23	78.3	7.46	0.00015919130815457476	-557.0	2022-07-26 10:52:58.403704
30	880.03	780	23	78.3	7.45	0.0	-558.0	2022-07-26 10:52:59.427434
31	879.41	906	23	76.0	7.29	0.00031109440418940464	-555.0	2022-07-26 10:53:00.444045
32	881.07	865	23	70.7	7.18	0.00012121375372058882	-558.0	2022-07-26 10:53:01.405992
33	885.48	877	23	72.5	7.25	0.00020991314843483508	-560.0	2022-07-26 10:53:02.410747
34	879.96	859	23	71.3	6.98	0.0001564333202972233	-557.0	2022-07-26 10:53:03.417462
35	880.76	894	23	71.3	6.99	0.0	-559.0	2022-07-26 10:53:04.407311
36	880.97	876	23	71.8	7.08	0.0	-559.0	2022-07-26 10:53:05.413852
37	880.34	865	23	72.5	7.1	2.611034230658764e-05	-558.0	2022-07-26 10:53:06.425645
38	879.3	869	23	71.1	7.06	0.00021028559412251765	-556.0	2022-07-26 10:53:07.421166
39	889.47	851	23	71.2	6.97	0.0	-564.0	2022-07-26 10:53:08.421502
40	879.71	886	23	70.3	7.03	0.00011869592741084617	-557.0	2022-07-26 10:53:09.414767
41	880.61	766	23	69.1	7.01	0.00015696533682145193	-557.0	2022-07-26 10:53:10.422352
42	878.89	871	23	69.1	7.0	0.0	-557.0	2022-07-26 10:53:11.413635
43	885.86	868	23	69.1	6.93	0.0	-562.0	2022-07-26 10:53:12.421112
44	875.03	930	23	69.1	7.18	0.0	-555.0	2022-07-26 10:53:13.412362
45	879.53	990	23	69.1	6.83	0.0	-558.0	2022-07-26 10:53:14.425631
46	881.64	860	23	69.1	7.06	0.0	-559.0	2022-07-26 10:53:15.429191
47	879.37	897	23	69.1	6.81	0.0	-558.0	2022-07-26 10:53:16.432256
48	889.6	913	23	69.1	6.89	0.0	-564.0	2022-07-26 10:53:17.439165
49	876.0	929	23	69.1	6.89	0.0	-556.0	2022-07-26 10:53:18.433469
50	885.54	882	23	69.1	6.82	0.0	-562.0	2022-07-26 10:53:19.430096
51	878.72	849	23	69.1	6.94	0.0	-557.0	2022-07-26 10:53:20.429150
52	881.54	882	22	69.1	6.92	0.0	-570.0	2022-07-26 10:53:21.437865
53	893.43	865	22	68.5	6.89	0.0	-578.0	2022-07-26 10:53:22.447146
