	curr_thrpt	goodput	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
0	480.98	4330	18	84.6	3.44	0.0	-337.0	2022-07-26 10:59:43.770539
1	787.61	6938	18	156.1	2.95	0.0	-551.0	2022-07-26 10:59:44.766339
2	785.0	8039	18	198.7	3.11	0.0	-550.0	2022-07-26 10:59:45.753370
3	770.0	7616	18	225.9	3.95	0.0	-539.0	2022-07-26 10:59:46.801375
4	1057.7	908	29	116.6	10.02	0.003984991235758107	-553.0	2022-07-26 10:59:47.764864
5	915.27	935	29	95.1	9.04	0.00258101132401827	-492.0	2022-07-26 10:59:48.711021
6	874.37	893	29	85.6	8.44	0.0009465713083718974	-484.0	2022-07-26 10:59:49.712421
7	811.7	889	14	95.9	7.22	0.0	-615.0	2022-07-26 10:59:50.724743
8	663.82	8324	14	98.6	1.62	0.0	-503.0	2022-07-26 10:59:51.837190
9	625.0	7749	14	113.2	1.87	0.0	-474.0	2022-07-26 10:59:52.841357
10	610.0	7406	14	123.6	2.11	0.0	-462.0	2022-07-26 10:59:53.854844
11	595.0	3632	14	131.8	3.2	0.0	-451.0	2022-07-26 10:59:54.789497
12	620.0	5938	14	138.3	3.09	0.0	-470.0	2022-07-26 10:59:55.757422
13	760.0	4818	18	143.7	2.95	0.0	-532.0	2022-07-26 10:59:56.793198
14	775.0	4847	18	158.3	3.36	0.0	-543.0	2022-07-26 10:59:57.756735
15	790.0	3576	18	163.7	5.7	0.0	-553.0	2022-07-26 10:59:58.785153
16	790.0	5038	18	168.1	3.43	0.0	-553.0	2022-07-26 10:59:59.768817
17	790.0	4480	18	171.6	3.92	0.0	-553.0	2022-07-26 11:00:00.807028
18	750.0	3792	18	178.3	4.35	0.0	-525.0	2022-07-26 11:00:01.772872
19	800.0	4965	18	182.3	4.7	0.0	-560.0	2022-07-26 11:00:02.789288
20	800.0	4659	18	184.6	4.14	0.0	-560.0	2022-07-26 11:00:03.856306
21	805.0	5098	18	188.0	3.7	0.0	-564.0	2022-07-26 11:00:04.809544
22	790.0	2254	18	190.0	7.16	0.0	-553.0	2022-07-26 11:00:05.785579
23	780.0	2826	18	195.8	5.74	0.0	-546.0	2022-07-26 11:00:06.773302
24	780.0	4866	18	199.3	3.77	0.0	-546.0	2022-07-26 11:00:07.837292
25	785.0	5401	18	201.9	4.26	0.0	-550.0	2022-07-26 11:00:08.805225
26	775.0	4760	18	204.3	4.43	0.0	-543.0	2022-07-26 11:00:09.832814
27	780.0	6714	18	208.4	3.48	0.0	-546.0	2022-07-26 11:00:10.812749
28	780.0	4234	18	210.0	4.25	0.0	-546.0	2022-07-26 11:00:11.776856
29	790.0	3524	18	212.8	4.59	0.0	-553.0	2022-07-26 11:00:12.825522
30	785.0	6204	18	214.6	3.81	0.0	-550.0	2022-07-26 11:00:13.814048
31	785.0	5873	18	217.2	3.74	0.0	-550.0	2022-07-26 11:00:14.809854
32	765.0	3611	18	219.9	6.22	0.0	-536.0	2022-07-26 11:00:15.829291
33	785.0	4601	18	221.0	4.92	0.0	-550.0	2022-07-26 11:00:16.781660
34	800.0	4731	18	221.8	4.46	0.0	-560.0	2022-07-26 11:00:17.805377
