	curr_thrpt	goodput	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
0	750.0	0	28	0.0	0.0	0.0	-431.0	2022-07-23 17:08:12.964188
1	979.4	993	28	147.0	11.49	4.826534355271541e-05	-562.0	2022-07-23 17:08:13.866090
2	890.67	1076	28	149.9	11.23	0.0	-512.0	2022-07-23 17:08:14.869966
3	897.19	1422	28	149.9	10.5	0.0	-515.0	2022-07-23 17:08:15.889765
4	707.47	9588	15	167.5	1.96	0.0	-526.0	2022-07-23 17:08:16.909307
5	655.0	4033	15	199.5	4.1	0.0	-487.0	2022-07-23 17:08:17.897421
6	640.0	6288	15	232.3	3.67	0.0	-476.0	2022-07-23 17:08:18.901257
7	799.89	1303	25	234.3	12.19	6.255375713503793e-05	-487.0	2022-07-23 17:08:19.885684
8	993.33	64	25	172.0	13.51	0.0	-605.0	2022-07-23 17:08:20.896984
9	990.04	51	25	172.0	13.66	0.0	-603.0	2022-07-23 17:08:21.897184
10	935.02	66	23	172.0	13.42	0.0	-593.0	2022-07-23 17:08:22.901886
11	921.15	58	23	172.0	14.3	0.0	-584.0	2022-07-23 17:08:23.929388
12	903.89	75	25	128.3	17.9	0.0	-551.0	2022-07-23 17:08:24.870484
13	900.04	74	25	128.3	17.76	0.0	-549.0	2022-07-23 17:08:25.865165
14	900.04	71	25	128.3	17.91	0.0	-549.0	2022-07-23 17:08:26.859795
15	894.97	57	23	128.3	18.32	0.0	-568.0	2022-07-23 17:08:27.881174
16	895.6	52	25	128.3	17.96	0.0	-546.0	2022-07-23 17:08:28.853324
17	895.04	58	25	128.3	18.02	0.0	-546.0	2022-07-23 17:08:29.877337
18	896.6	59	25	128.3	17.76	0.0	-547.0	2022-07-23 17:08:30.857399
19	888.49	45	23	128.3	18.16	0.0	-563.0	2022-07-23 17:08:31.883603
20	896.32	50	25	107.2	20.72	0.0	-546.0	2022-07-23 17:08:32.877485
21	899.04	68	25	107.2	20.56	0.0	-548.0	2022-07-23 17:08:33.877503
22	905.04	59	25	107.2	20.35	0.0	-552.0	2022-07-23 17:08:34.877475
23	885.35	61	23	107.2	20.27	0.0	-561.0	2022-07-23 17:08:35.881095
24	905.28	58	25	107.2	20.79	0.0	-552.0	2022-07-23 17:08:36.881919
25	900.04	53	25	107.2	20.48	0.0	-549.0	2022-07-23 17:08:37.873872
26	890.38	68	25	107.2	20.3	0.0	-543.0	2022-07-23 17:08:38.880801
