	curr_thrpt	goodput	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
0	0.0	767	1	93.0	0.98	0.0	-0.0	2022-07-22 13:42:17.043069
1	50.0	841	1	241.0	2.23	0.0	-49.0	2022-07-22 13:42:17.971957
2	50.0	812	1	304.0	2.7	0.0	-49.0	2022-07-22 13:42:18.983954
3	45.0	859	1	304.0	2.68	0.0	-44.0	2022-07-22 13:42:19.979608
4	75.0	894	2	230.5	2.48	0.0	-72.0	2022-07-22 13:42:20.982655
5	90.0	1721	2	307.5	2.74	0.0	-87.0	2022-07-22 13:42:21.983670
6	100.0	1697	2	327.5	2.94	0.0	-96.0	2022-07-22 13:42:22.982723
7	95.0	1813	2	354.5	3.31	0.0	-91.0	2022-07-22 13:42:23.991636
8	190.0	3328	4	294.2	2.41	0.0	-176.0	2022-07-22 13:42:24.988075
9	195.0	3192	4	345.5	6.1	0.0	-180.0	2022-07-22 13:42:26.051708
10	185.0	3580	4	358.5	2.76	0.0	-171.0	2022-07-22 13:42:27.020196
11	300.0	7869	10	250.6	2.05	0.0	-246.0	2022-07-22 13:42:28.029027
12	440.0	4758	10	301.5	3.7	0.0	-361.0	2022-07-22 13:42:29.100279
13	455.0	5307	10	336.0	3.59	0.0	-373.0	2022-07-22 13:42:30.012326
14	445.0	3848	10	350.6	3.56	0.0	-365.0	2022-07-22 13:42:31.028047
15	635.0	6959	16	271.6	4.52	0.0	-463.0	2022-07-22 13:42:32.012443
16	715.0	8010	16	290.8	3.62	0.0	-521.0	2022-07-22 13:42:33.040431
17	675.0	7290	16	311.4	4.96	0.0	-492.0	2022-07-22 13:42:34.036795
18	752.61	3279	20	290.8	7.18	0.0	-506.0	2022-07-22 13:42:35.040991
19	842.39	3445	20	298.4	6.76	0.0	-567.0	2022-07-22 13:42:36.031439
20	880.0	4735	20	301.4	6.45	0.0	-592.0	2022-07-22 13:42:37.034601
21	850.0	4395	20	305.6	5.01	0.0	-572.0	2022-07-22 13:42:38.040876
22	993.02	886	25	155.5	10.45	0.0066820038256733705	-539.0	2022-07-22 13:42:39.050447
23	1030.75	841	25	120.4	9.48	0.00333033303330333	-594.0	2022-07-22 13:42:40.044886
24	902.48	869	25	100.0	8.91	0.0019976083057020168	-532.0	2022-07-22 13:42:40.993634
25	862.24	906	24	96.8	8.38	0.0010053006762931823	-527.0	2022-07-22 13:42:42.000498
26	898.4	886	24	88.8	8.11	0.0011562516424029011	-548.0	2022-07-22 13:42:43.004718
27	890.26	882	24	88.8	8.19	0.0	-553.0	2022-07-22 13:42:44.008577
28	870.74	892	24	90.2	8.21	0.00015879317189360857	-540.0	2022-07-22 13:42:45.004380
29	907.89	881	25	86.0	8.03	0.0003280796839936484	-550.0	2022-07-22 13:42:46.004763
30	869.69	898	25	83.0	7.75	0.00035184195780502744	-527.0	2022-07-22 13:42:47.008629
31	882.33	954	25	82.2	7.89	0.00015897619331505108	-536.0	2022-07-22 13:42:48.004787
32	882.91	907	24	82.1	7.84	0.0002168458226201171	-547.0	2022-07-22 13:42:49.000595
33	887.55	885	24	82.1	7.86	0.0	-552.0	2022-07-22 13:42:50.001618
34	866.35	880	24	80.9	7.65	0.00011737089201877934	-538.0	2022-07-22 13:42:51.010255
35	891.21	841	24	80.9	7.75	0.0	-554.0	2022-07-22 13:42:52.012711
36	881.01	822	22	75.9	7.22	0.0	-570.0	2022-07-22 13:42:53.012690
37	862.16	886	22	72.3	7.16	0.0005694232933854201	-553.0	2022-07-22 13:42:54.011399
38	909.55	946	22	71.5	6.99	0.00014340468802961958	-587.0	2022-07-22 13:42:55.012584
39	846.24	870	19	76.4	6.82	0.0	-581.0	2022-07-22 13:42:56.030973
40	889.14	919	19	72.8	6.52	-0.010460251046025104	-703.0	2022-07-22 13:42:57.012414
41	895.03	905	19	73.1	6.63	0.0	-614.0	2022-07-22 13:42:58.013240
42	875.56	907	19	73.6	6.46	1.3024903615713243e-05	-601.0	2022-07-22 13:42:59.019769
43	773.78	855	15	80.2	6.25	0.0	-575.0	2022-07-22 13:43:00.056520
44	655.39	6404	15	136.7	2.39	0.0	-487.0	2022-07-22 13:43:01.033335
45	640.0	5929	15	166.7	2.57	0.0	-476.0	2022-07-22 13:43:02.048464
46	665.0	6602	16	167.8	2.63	0.0	-484.0	2022-07-22 13:43:03.052467
47	675.0	2410	16	181.4	6.63	0.0	-492.0	2022-07-22 13:43:04.092213
48	710.0	7706	16	188.0	2.56	0.0	-517.0	2022-07-22 13:43:05.184438
49	715.0	8001	16	198.6	2.69	0.0	-521.0	2022-07-22 13:43:06.068703
50	675.0	6972	15	201.4	2.79	0.0	-502.0	2022-07-22 13:43:07.063346
51	650.0	7487	15	206.7	2.65	0.0	-483.0	2022-07-22 13:43:08.081941
52	655.0	6302	15	212.1	3.87	0.0	-487.0	2022-07-22 13:43:09.056434
53	675.0	5579	16	208.5	3.15	0.0	-492.0	2022-07-22 13:43:10.056475
54	715.0	5457	16	216.7	3.71	0.0	-521.0	2022-07-22 13:43:11.096441
55	700.0	5593	16	218.9	4.14	0.0	-510.0	2022-07-22 13:43:12.088526
56	690.0	6032	16	237.0	3.87	0.0	-503.0	2022-07-22 13:43:13.064329
57	730.0	5116	18	237.3	3.75	0.0	-511.0	2022-07-22 13:43:14.082354
58	790.0	8477	18	247.1	3.23	0.0	-553.0	2022-07-22 13:43:15.064526
59	785.0	4042	18	250.1	4.93	0.0	-550.0	2022-07-22 13:43:16.056536
60	795.0	6017	18	251.3	3.97	0.0	-557.0	2022-07-22 13:43:17.100771
61	905.0	2005	21	230.8	7.24	0.0	-597.0	2022-07-22 13:43:18.071806
62	914.47	1486	21	221.1	9.49	0.0007701589094549843	-596.0	2022-07-22 13:43:19.072618
63	920.02	1302	21	210.6	9.17	0.000721166228815742	-600.0	2022-07-22 13:43:20.110666
64	930.15	920	25	147.4	10.7	0.0025453103615875575	-543.0	2022-07-22 13:43:21.112769
65	1023.76	942	25	102.2	8.88	0.004542126528730645	-578.0	2022-07-22 13:43:22.056764
66	909.53	888	25	85.2	8.21	0.0020823510922520824	-535.0	2022-07-22 13:43:23.062141
