	curr_thrpt	goodput	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
0	483.33	5216	11	108.4	2.01	0.0	-389.0	2022-07-25 12:47:56.250406
1	485.0	7111	11	213.7	2.33	0.0	-390.0	2022-07-25 12:47:57.232849
2	505.0	5400	11	264.3	3.25	0.0	-406.0	2022-07-25 12:47:58.241371
3	490.0	6698	11	290.6	3.21	0.0	-394.0	2022-07-25 12:47:59.229800
4	714.95	7791	19	223.3	3.64	3.099429704934292e-05	-491.0	2022-07-25 12:48:00.254335
5	780.0	3893	19	243.4	7.74	0.0	-535.0	2022-07-25 12:48:01.249329
6	765.0	6455	19	253.2	4.69	0.0	-525.0	2022-07-25 12:48:02.241953
7	765.0	7325	17	273.9	3.68	0.0	-546.0	2022-07-25 12:48:03.265530
8	745.0	7676	17	277.4	3.71	0.0	-532.0	2022-07-25 12:48:04.296854
9	750.0	6422	17	287.5	3.58	0.0	-536.0	2022-07-25 12:48:05.289052
10	740.0	2905	17	289.2	8.27	0.0	-528.0	2022-07-25 12:48:06.252913
11	730.0	5257	17	293.9	4.46	0.0	-521.0	2022-07-25 12:48:07.228348
12	765.0	5010	17	292.4	5.0	0.0	-546.0	2022-07-25 12:48:08.320022
13	720.0	9024	17	298.0	3.68	0.0	-514.0	2022-07-25 12:48:09.249489
14	755.0	10016	17	302.3	4.13	0.0	-539.0	2022-07-25 12:48:10.360983
15	768.16	3170	26	225.2	7.25	0.00013843225471534869	-458.0	2022-07-25 12:48:11.243675
16	818.26	4903	26	227.4	6.47	5.698086867334293e-05	-489.0	2022-07-25 12:48:12.225410
17	815.0	6830	26	228.7	6.18	0.0	-487.0	2022-07-25 12:48:13.257634
18	765.0	6593	22	229.3	6.17	0.0	-495.0	2022-07-25 12:48:14.272259
19	745.0	4332	18	230.7	6.86	0.0	-522.0	2022-07-25 12:48:15.297711
20	790.0	4617	18	231.8	6.8	0.0	-553.0	2022-07-25 12:48:16.253460
21	770.0	6113	18	232.3	6.59	0.0	-539.0	2022-07-25 12:48:17.305512
22	695.45	3201	18	233.0	8.44	0.0	-487.0	2022-07-25 12:48:18.269353
23	775.0	7904	17	313.6	4.05	0.0	-553.0	2022-07-25 12:48:19.265195
24	735.0	7489	17	316.8	4.02	0.0	-525.0	2022-07-25 12:48:20.297165
25	760.0	5209	17	318.5	5.96	0.0	-543.0	2022-07-25 12:48:21.257191
26	730.0	3803	17	320.6	6.24	0.0	-521.0	2022-07-25 12:48:22.296092
27	745.0	4844	17	321.5	4.88	0.0	-532.0	2022-07-25 12:48:23.308971
28	725.0	2773	17	322.5	6.46	0.0	-518.0	2022-07-25 12:48:24.341906
29	745.0	7260	17	324.4	3.83	0.0	-532.0	2022-07-25 12:48:25.253341
30	725.0	7544	17	326.4	3.96	0.0	-518.0	2022-07-25 12:48:26.244985
31	725.0	4049	17	329.4	4.76	0.0	-518.0	2022-07-25 12:48:27.281346
