#{"t_start": 1661011954.6997313, "env_id": null}
r,l,t
6.763333,7,8660.360436
1.146667,7,8683.108398
3.233333,7,8706.277819
7.2,7,8729.155851
-1.86,7,8752.72432
2.4,7,8775.944415
1.136667,7,8798.910094
-0.69,7,8821.603281
1.72,7,8844.299737
5.04,7,8867.316749
-1.866667,7,8890.0921
6.41,7,8913.197476
4.633333,7,8936.327819
2.086667,7,8958.946008
5.22,7,8982.123386
4.8,7,9004.941175
2.223333,7,9028.022621
5.43,7,9051.414785
4.923333,7,9074.136581
5.94,7,9097.072627
4.27,7,9120.098196
1.093333,7,9142.839039
4.336667,7,9165.850677
10.2,7,9189.09102
4.673333,7,9212.250747
3.473333,7,9235.196348
5.823333,7,9258.058758
6.353333,7,9280.931157
0.77,7,9303.712093
1.853333,7,9326.565141
4.256667,7,9349.671805
6.713333,7,9372.914465
-0.406667,7,9395.831801
-2.073333,7,9419.40248
-1.97,7,9442.306496
-1.95,7,9464.9006
6.203333,7,9488.171296
-1.736667,7,9511.051543
-2.15,7,9533.810422
-0.3,7,9557.379707
0.97,7,9580.348406
-0.593333,7,9603.730885
5.943333,7,9627.251068
2.636667,7,9650.063311
2.776667,7,9673.496579
6.103333,7,9697.313815
5.636667,7,9720.416834
-1.676667,7,9743.246677
5.42,7,9766.472067
0.81,7,9789.426675
1.003333,7,9811.927239
2.343333,7,9835.107466
-0.93,7,9858.357512
-4.53,7,9881.227042
-0.533333,7,9904.075526
1.59,7,9927.097709
4.376667,7,9950.726473
6.363333,7,9973.934034
-1.766667,7,9997.519925
-0.186667,7,10020.786379
-0.016667,7,10044.423822
2.13,7,10067.871538
0.56,7,10090.941253
5.226667,7,10114.151321
3.803333,7,10137.132168
4.363333,7,10160.319886
7.57,7,10183.366326
2.116667,7,10206.481294
1.236667,7,10229.565309
3.136667,7,10252.926027
4.516667,7,10276.020823
3.043333,7,10298.912921
1.886667,7,10321.577785
-1.843333,7,10345.009869
-2.023333,7,10367.859085
1.076667,7,10390.707704
4.386667,7,10413.589846
0.266667,7,10436.599273
6.563333,7,10459.934718
1.79,7,10483.056762
4.076667,7,10506.427597
-0.626667,7,10529.329889
8.24,7,10552.52317
5.663333,7,10575.667027
