#{"t_start": 1661258181.6065865, "env_id": null}
r,l,t
11.43,7,18658.378297
9.9,7,18681.761725
-0.67,7,18704.656792
-0.26,7,18727.776875
11.0,7,18751.015394
9.07,7,18774.034635
3.83,7,18796.892111
-6.0,7,18819.841596
12.07,7,18842.889736
9.27,7,18865.93559
8.64,7,18888.846735
-6.0,7,18911.674813
4.1,7,18934.633223
9.52,7,18957.928847
9.51,7,18980.757727
-0.86,7,19003.652295
-3.07,7,19026.723352
11.24,7,19049.932167
9.69,7,19073.029628
6.37,7,19095.957143
-6.0,7,19118.799174
11.46,7,19142.15921
9.67,7,19164.946428
8.3,7,19188.596859
-6.0,7,19211.587508
2.0,7,19234.531683
8.8,7,19257.518735
8.36,7,19280.471347
1.63,7,19303.381385
-3.47,7,19326.333971
7.93,7,19349.237074
11.09,7,19372.424688
6.2,7,19395.545548
-6.0,7,19418.581028
5.52,7,19441.550835
8.9,7,19464.397541
9.16,7,19487.493429
-3.5,7,19510.53521
1.34,7,19533.427466
-1.36,7,19556.484747
8.57,7,19579.499772
1.5,7,19602.36422
-3.63,7,19625.549309
9.37,7,19648.500306
8.67,7,19671.443539
5.93,7,19694.50407
-6.0,7,19717.460039
7.64,7,19740.352618
9.44,7,19763.577602
8.47,7,19786.882071
-3.13,7,19809.861387
-0.13,7,19832.823803
10.67,7,19855.82306
9.6,7,19879.095592
1.8,7,19901.965126
-6.0,7,19925.13349
8.1,7,19948.268384
9.37,7,19971.121773
8.47,7,19994.226818
-6.0,7,20017.105554
4.4,7,20040.192206
7.84,7,20063.211249
8.75,7,20086.508857
-3.13,7,20109.620541
1.33,7,20133.062399
8.86,7,20156.363071
5.77,7,20179.499935
-1.23,7,20202.502666
-6.0,7,20225.972459
5.07,7,20249.048197
8.06,7,20272.010862
5.6,7,20295.105811
-6.0,7,20318.245622
3.84,7,20341.270742
8.23,7,20364.28482
7.93,7,20387.374749
-3.47,7,20410.429382
-1.37,7,20433.646235
7.84,7,20456.623332
8.56,7,20479.650545
1.63,7,20502.709263
-6.0,7,20525.869049
7.87,7,20548.850953
9.04,7,20571.980137
6.59,7,20595.134126
-6.0,7,20618.455062
4.2,7,20641.544793
9.58,7,20664.505924
9.81,7,20687.642961
-3.33,7,20710.480587
1.46,7,20733.76845
4.44,7,20756.928685
-0.86,7,20779.922686
1.19,7,20802.958421
-6.0,7,20825.953453
8.93,7,20849.421412
-1.2,7,20872.906538
5.97,7,20895.928088
-6.0,7,20919.075772
2.96,7,20942.39859
8.14,7,20965.75804
5.15,7,20988.795064
-3.13,7,21011.762727
-1.63,7,21034.9343
8.63,7,21058.135108
-0.87,7,21081.3754
-3.23,7,21104.554076
-6.0,7,21127.893009
-0.97,7,21150.926957
7.41,7,21173.921179
5.07,7,21196.898161
-6.0,7,21220.131929
-6.0,7,21243.50472
5.21,7,21266.478308
0.57,7,21289.559327
-3.27,7,21312.741134
-3.8,7,21336.096807
-3.33,7,21359.226701
-3.43,7,21382.209033
-3.4,7,21405.338211
-6.0,7,21428.759546
4.89,7,21451.76467
6.84,7,21474.850255
0.67,7,21498.022094
-6.0,7,21521.140739
-3.93,7,21544.391887
-3.73,7,21567.375194
-1.53,7,21590.488919
-3.53,7,21613.756963
-6.0,7,21636.858631
-3.3,7,21659.981894
-3.53,7,21683.086112
-1.7,7,21706.157582
-6.0,7,21729.484792
-3.43,7,21752.494783
2.87,7,21775.743007
-3.3,7,21799.002293
-6.0,7,21822.073214
4.87,7,21845.248864
2.96,7,21868.334702
-3.5,7,21891.402578
-3.5,7,21914.530672
0.43,7,21937.563946
-1.63,7,21960.651649
-1.37,7,21983.959607
-1.5,7,22007.05258
-3.67,7,22030.173859
5.77,7,22053.461624
-1.13,7,22076.400284
5.28,7,22099.414031
-6.0,7,22122.43052
-3.8,7,22145.725552
7.17,7,22169.075127
7.71,7,22192.240759
-3.13,7,22215.398239
-1.24,7,22238.64518
9.27,7,22261.54136
10.3,7,22284.40263
1.3,7,22307.31794
-3.83,7,22330.535258
10.25,7,22353.771528
9.09,7,22376.951169
5.8,7,22400.029227
-6.0,7,22422.95865
4.6,7,22446.397316
0.73,7,22469.488524
9.42,7,22492.495404
-3.63,7,22515.580893
0.2,7,22538.872125
7.76,7,22561.858104
7.89,7,22585.019446
1.24,7,22607.903449
-3.77,7,22631.157383
7.66,7,22654.195097
8.66,7,22677.391161
