#{"t_start": 1661372226.7804112, "env_id": null}
r,l,t
-6.0,7,8121.964176
-6.0,7,8144.080019
-3.57,7,8166.168511
-3.77,7,8188.276256
-3.67,7,8210.40906
-6.0,7,8232.612407
-3.63,7,8254.702781
-3.53,7,8276.811609
-3.57,7,8298.916928
-3.73,7,8321.028055
-6.0,7,8343.337387
-3.57,7,8365.443099
-3.5,7,8387.539389
-3.37,7,8409.658949
-6.0,7,8431.896639
-3.77,7,8454.022744
-3.57,7,8476.128515
-3.63,7,8498.209192
-3.6,7,8520.354442
-6.0,7,8542.576163
-3.53,7,8564.701183
-3.8,7,8586.803449
-3.67,7,8608.911624
-6.0,7,8631.075103
-3.87,7,8653.231808
-3.83,7,8675.350874
-3.57,7,8697.4631
-3.53,7,8719.583171
-6.0,7,8741.855028
-3.8,7,8763.995168
-3.63,7,8786.092847
-3.57,7,8808.208697
-6.0,7,8830.46125
-3.97,7,8852.587579
-3.87,7,8874.674817
-3.67,7,8896.776614
-3.53,7,8918.939384
-6.0,7,8941.062676
-3.6,7,8963.183213
-3.6,7,8985.28572
-3.67,7,9007.390981
-6.0,7,9029.634681
-6.0,7,9051.832877
-3.83,7,9073.919662
-3.57,7,9096.01321
-3.57,7,9118.162915
-6.0,7,9140.3645
-3.63,7,9162.478816
-3.8,7,9184.549626
-3.83,7,9206.690775
-6.0,7,9228.851743
-6.0,7,9251.034815
-3.63,7,9273.102206
-3.8,7,9295.243336
-3.6,7,9317.38929
-6.0,7,9339.496943
-3.6,7,9361.611605
-3.83,7,9383.768982
-3.5,7,9405.91053
-6.0,7,9428.077814
-6.0,7,9450.258259
-3.77,7,9472.3523
-3.63,7,9494.452139
-3.53,7,9516.614483
-6.0,7,9538.820799
-3.53,7,9560.914947
-3.77,7,9582.99984
-3.83,7,9605.103075
-6.0,7,9627.246808
-6.0,7,9649.424476
-3.8,7,9671.515552
-3.63,7,9693.601458
-3.77,7,9715.723272
-6.0,7,9737.839139
-3.6,7,9759.998852
-3.83,7,9782.099195
-3.77,7,9804.230756
-6.0,7,9826.390687
-6.0,7,9848.677166
-3.6,7,9870.761329
-3.7,7,9892.859147
-3.57,7,9914.986478
-6.0,7,9937.13365
-3.77,7,9959.267171
-3.87,7,9981.390487
-3.8,7,10003.484974
-6.0,7,10025.851946
-6.0,7,10047.995181
-3.8,7,10070.103271
-3.77,7,10092.1759
-3.8,7,10114.319672
-6.0,7,10136.456113
-3.6,7,10158.589152
-3.87,7,10180.686833
-3.57,7,10202.78293
-6.0,7,10224.897286
-6.0,7,10247.003168
-3.8,7,10269.084298
-3.6,7,10291.206701
-3.6,7,10313.393752
-6.0,7,10335.493486
-3.83,7,10357.58303
-3.57,7,10379.66021
-3.63,7,10401.75699
-3.83,7,10423.873186
-6.0,7,10445.990563
-3.6,7,10468.095064
-3.57,7,10490.191771
-3.63,7,10512.367977
-6.0,7,10534.686484
-3.57,7,10556.794564
-3.63,7,10578.895458
-3.63,7,10600.995751
-3.6,7,10623.128064
-6.0,7,10645.244038
-3.57,7,10667.377978
-3.57,7,10689.475825
-3.47,7,10711.627456
-6.0,7,10733.820698
-3.4,7,10755.965701
-3.43,7,10778.096927
-3.43,7,10800.239676
-3.6,7,10822.414411
-6.0,7,10844.627308
-3.53,7,10866.719951
-3.5,7,10888.814501
-3.33,7,10910.979651
-6.0,7,10933.155735
-3.93,7,10955.323841
-3.63,7,10977.424502
-3.37,7,10999.560444
-3.43,7,11021.729312
-6.0,7,11043.928765
-3.9,7,11066.035527
-3.57,7,11088.150119
