#{"t_start": 1661522578.3320398, "env_id": null}
r,l,t
5.62,7,25.844734
8.69,8,50.844743
1.396667,8,75.19357
-1.316667,8,99.669968
2.386667,8,124.132547
0.91,8,148.632158
1.69,8,173.007875
2.36,8,197.493556
-0.736667,8,221.939511
0.873333,8,246.566151
3.67,8,271.288472
0.81,8,296.120705
3.163333,8,320.594481
6.6,8,345.34044
2.64,8,369.829885
-0.923333,8,394.388379
2.716667,8,418.867204
10.5,8,443.565343
5.51,8,468.213825
-0.843333,8,492.925782
3.13,8,517.381126
5.416667,8,542.006583
1.073333,8,566.543422
-2.516667,8,590.892724
4.943333,8,615.29916
11.2,8,640.206026
1.05,8,664.441927
-2.423333,8,688.69141
5.63,8,713.431193
5.146667,8,738.041648
5.27,8,762.782986
-2.77,8,787.004165
0.843333,8,811.285509
4.856667,8,836.076343
3.393333,8,860.452091
-2.93,8,884.783705
4.94,8,909.272637
2.91,8,933.61562
14.61,8,958.92123
-2.673333,8,983.364267
-2.846667,8,1007.536901
12.43,8,1032.23627
2.826667,8,1056.727718
-0.933333,8,1081.23451
8.8,8,1106.411793
14.93,8,1131.675289
13.73,8,1156.948759
-0.74,8,1181.261862
3.726667,8,1205.615145
15.0,8,1230.747389
0.96,8,1255.021356
0.87,8,1279.648524
6.826667,8,1304.335061
15.29,8,1329.471061
13.52,8,1354.474922
1.573333,8,1378.987698
6.596667,8,1403.921257
14.47,8,1428.870044
3.236667,8,1453.894273
1.8,8,1478.431096
4.87,8,1503.195579
12.05,8,1528.233282
13.2,8,1553.468359
1.573333,8,1578.192539
5.033333,8,1603.440106
14.84,8,1628.714612
13.0,8,1653.841488
2.043333,8,1678.362243
3.726667,8,1703.150819
13.77,8,1728.054039
12.99,8,1753.058638
3.72,8,1777.725955
4.46,8,1802.737592
6.87,8,1827.684109
12.76,8,1852.651056
2.896667,8,1877.129721
3.17,8,1902.123305
13.89,8,1927.480068
14.54,8,1952.659848
4.446667,8,1977.14881
1.34,8,2001.78231
12.2,8,2026.795932
5.533333,8,2051.529431
4.82,8,2076.13856
1.466667,8,2101.073695
14.8,8,2126.153513
11.56,8,2151.028354
6.673333,8,2175.66707
1.36,8,2200.626882
13.75,8,2226.082776
7.493333,8,2250.782987
5.553333,8,2275.348319
-0.373333,8,2300.393131
14.16,8,2325.652026
14.93,8,2350.891781
5.69,8,2375.521678
0.49,8,2400.001112
6.843333,8,2424.825046
12.64,8,2449.966508
6.693333,8,2474.636195
-0.546667,8,2499.608276
14.2,8,2525.09191
14.64,8,2549.804908
6.963333,8,2574.514816
-0.413333,8,2599.323139
12.77,8,2624.652741
15.11,8,2650.013265
7.416667,8,2674.74499
-0.31,8,2699.583908
15.21,8,2724.663419
13.57,8,2749.435002
8.766667,8,2774.140916
-1.046667,8,2799.349169
12.43,8,2824.509531
13.4,8,2849.68071
8.03,8,2874.522796
-0.863333,8,2899.335387
14.84,8,2924.541142
12.0,8,2949.468697
7.933333,8,2974.329254
-1.22,8,2999.018596
13.06,8,3024.060157
13.66,8,3049.437443
8.36,8,3074.06819
-2.916667,8,3099.084191
14.83,8,3124.382782
12.51,8,3149.501601
8.483333,8,3174.100602
-2.87,8,3198.81328
13.02,8,3223.733681
14.13,8,3249.055682
9.25,8,3273.798457
-3.103333,8,3298.377682
13.83,8,3323.638141
14.91,8,3348.668833
11.206667,8,3373.469119
-2.983333,8,3398.303704
14.4,8,3422.985425
13.98,8,3448.487388
11.693333,8,3473.118069
-2.986667,8,3497.579856
14.15,8,3522.539073
15.57,8,3547.690639
12.24,8,3572.492256
-2.893333,8,3597.040248
12.66,8,3621.996695
14.63,8,3646.817783
11.423333,8,3671.545205
-2.85,8,3696.025196
14.39,8,3721.330073
14.97,8,3746.12773
14.64,8,3770.986132
-2.87,8,3795.400014
13.04,8,3820.490107
14.8,8,3845.22049
13.36,8,3870.018493
-2.863333,8,3894.587684
12.376667,8,3919.998769
14.0,8,3945.13157
14.53,8,3970.100525
-2.906667,8,3994.814023
11.966667,8,4019.552437
14.31,8,4044.460415
13.21,8,4069.688859
-2.97,8,4094.135352
