#{"t_start": 1661124862.1311226, "env_id": null}
r,l,t
5.56,7,15956.528865
3.96,7,15979.817352
11.33,7,16003.343655
11.42,7,16027.018125
-0.33,7,16050.295454
11.23,7,16073.618875
2.46,7,16096.519669
7.5,7,16119.350922
3.09,7,16143.055461
12.47,7,16166.493677
12.36,7,16190.257042
1.44,7,16213.690251
11.33,7,16237.484931
11.93,7,16261.092685
1.94,7,16284.066115
8.17,7,16307.45242
8.47,7,16331.049472
6.43,7,16354.498579
2.9,7,16378.282958
10.13,7,16401.557914
-2.77,7,16424.697994
1.46,7,16447.903996
7.2,7,16471.134886
7.34,7,16494.463077
4.1,7,16517.495208
3.06,7,16541.039647
5.1,7,16564.332769
-0.47,7,16587.439331
-0.1,7,16610.491645
11.83,7,16634.26758
-2.77,7,16657.223467
1.96,7,16680.123878
4.63,7,16703.666414
10.7,7,16727.219007
4.2,7,16750.191733
-2.93,7,16773.176584
-2.83,7,16796.195973
-2.9,7,16819.204177
-2.8,7,16841.992396
-6.0,7,16865.138042
-2.9,7,16888.009458
1.87,7,16911.023013
2.91,7,16934.425783
7.94,7,16957.610069
-2.9,7,16980.467089
5.33,7,17003.257969
9.13,7,17026.811767
8.49,7,17049.85251
-2.8,7,17072.837875
-2.97,7,17095.813179
2.0,7,17118.528322
-0.7,7,17141.485515
1.57,7,17164.42026
-1.03,7,17187.364051
4.4,7,17210.129816
-1.0,7,17232.732782
-2.93,7,17255.606344
-0.37,7,17278.250666
-1.0,7,17301.463365
5.2,7,17324.229476
-2.73,7,17347.382615
12.06,7,17371.024271
1.91,7,17393.525319
2.49,7,17416.895233
8.59,7,17440.013071
12.37,7,17463.792068
4.73,7,17486.903521
11.63,7,17510.491324
6.34,7,17533.532366
2.17,7,17556.217438
1.67,7,17579.130801
-0.5,7,17601.883466
-0.4,7,17624.71675
4.8,7,17647.662864
5.77,7,17670.65897
4.73,7,17693.246727
-2.93,7,17716.226008
-0.8,7,17739.594561
10.97,7,17762.772398
11.46,7,17785.959326
4.93,7,17808.987823
11.62,7,17832.517604
3.06,7,17855.282109
-0.17,7,17878.076012
2.43,7,17901.356287
11.27,7,17924.992413
11.56,7,17948.083272
1.97,7,17971.138487
12.19,7,17994.935017
7.93,7,18017.969507
10.8,7,18041.359904
4.74,7,18064.864792
5.23,7,18087.732167
2.23,7,18110.256146
2.36,7,18133.428445
12.67,7,18156.61559
11.5,7,18179.904817
11.07,7,18203.113885
6.0,7,18226.999132
6.26,7,18249.821604
1.83,7,18272.495508
3.3,7,18295.951486
10.77,7,18319.153464
12.03,7,18342.533681
10.33,7,18365.57897
8.16,7,18389.499712
12.21,7,18413.046228
9.3,7,18436.16973
4.97,7,18459.525724
12.34,7,18482.647805
11.1,7,18506.304999
-0.23,7,18528.787852
11.46,7,18552.205676
11.1,7,18575.464764
12.67,7,18599.039321
4.43,7,18622.327615
12.3,7,18645.910964
12.82,7,18669.45134
-0.3,7,18691.994491
5.03,7,18714.51102
12.9,7,18737.658996
11.3,7,18761.101931
2.57,7,18784.558674
12.73,7,18808.144206
12.06,7,18831.879614
5.27,7,18855.249735
12.33,7,18878.848722
10.1,7,18902.654012
9.4,7,18925.889321
8.8,7,18949.909042
10.76,7,18973.779111
11.77,7,18997.351027
4.71,7,19020.722099
11.33,7,19043.872441
10.04,7,19067.243791
5.63,7,19090.249461
7.94,7,19113.950722
10.44,7,19137.408094
9.21,7,19160.755899
2.1,7,19184.049002
11.4,7,19207.399083
10.67,7,19230.842116
2.76,7,19253.901798
8.17,7,19277.506073
10.53,7,19300.696057
11.67,7,19324.016393
1.04,7,19347.680706
9.51,7,19371.047966
10.93,7,19394.440799
4.93,7,19417.865135
9.03,7,19441.009924
8.67,7,19464.472837
7.84,7,19487.626525
5.8,7,19511.077836
10.14,7,19534.816643
9.9,7,19559.065531
2.8,7,19582.827362
12.57,7,19606.730339
9.9,7,19630.109811
5.84,7,19653.073337
10.53,7,19676.436389
11.07,7,19699.733628
10.57,7,19723.117969
2.86,7,19746.449054
12.47,7,19770.201334
9.5,7,19793.589061
3.33,7,19816.606475
7.97,7,19840.134205
12.36,7,19863.539522
12.13,7,19886.715112
5.33,7,19910.170476
11.9,7,19933.838142
12.14,7,19957.269603
2.51,7,19980.774243
10.87,7,20003.951459
10.67,7,20027.441273
8.19,7,20050.593534
6.9,7,20074.144096
9.76,7,20097.28248
3.44,7,20119.91617
2.9,7,20143.632297
7.91,7,20167.350906
10.76,7,20190.589064
1.7,7,20213.096058
9.23,7,20236.7187
10.29,7,20259.941733
12.64,7,20283.810805
1.1,7,20307.297794
7.46,7,20330.011062
11.63,7,20353.581855
5.23,7,20376.621829
11.53,7,20400.309917
7.0,7,20423.08007
12.25,7,20446.73588
3.17,7,20470.720361
11.82,7,20494.442793
12.17,7,20517.617619
4.81,7,20540.885679
11.15,7,20563.920165
10.79,7,20587.333926
8.79,7,20610.661529
3.1,7,20633.487022
12.47,7,20657.530131
10.9,7,20680.787936
2.84,7,20704.03313
12.36,7,20727.606243
10.96,7,20750.817731
7.96,7,20773.838918
-1.5,7,20796.417679
2.53,7,20819.125378
5.67,7,20842.009439
5.07,7,20865.574875
8.45,7,20889.378741
12.02,7,20912.987607
6.74,7,20935.884037
-2.83,7,20958.372333
10.64,7,20981.621846
10.9,7,21005.186733
1.47,7,21028.266807
7.46,7,21051.494046
10.97,7,21074.72773
3.24,7,21097.650272
11.81,7,21121.102076
-0.83,7,21143.679434
11.66,7,21166.954143
-6.0,7,21189.714093
8.63,7,21213.30072
11.0,7,21236.526788
3.47,7,21259.538554
7.84,7,21282.744801
7.41,7,21305.272782
7.06,7,21327.765234
0.43,7,21350.948335
11.74,7,21374.468893
8.43,7,21397.168018
5.44,7,21420.089265
8.26,7,21443.012237
8.33,7,21466.539981
12.57,7,21489.808968
1.8,7,21513.101157
2.0,7,21535.561921
10.83,7,21558.936464
2.84,7,21582.17527
11.47,7,21606.037308
9.5,7,21629.075474
